authorId,authorProfile,author,dateCreated,text
100067764050563,https://www.facebook.com/soukainaziyany,Soukaina Ziy,2022-10-15T15:22:21.000Z,الله راه كيكون فعون لواحد لباغي يتزوج و افضل خلق الله تعالى قال  ثلاثة حق على الله عونهم: المجاهد في سبيل الله، والمكاتب الذي يريد الأداء، والناكح الذي يريد العفاف ، لانسان منين يشوف راسو قد على المسؤولية يتوكل على الله و اكيد مايخيبوش للاهم لواحد يكون مكافح وداير اسباب سعي و تحصيل و الباقية ربي كفيل بها ، الله يعينك .
100000997243945,,عثمان بروان,2022-10-15T15:07:30.000Z,لي غادي نقوليك يا أخي اولا الى كنتي انت انسان مزيان ورزقك الله بزوجة صالحة كن على يقين غادي يبارك ليك الله عزوجل في الرزق نتاعك
1465622106863621,https://www.facebook.com/salariemarocain/,Le salarié,2022-10-15T14:37:27.000Z,صورة تقريبية للمركبة.  فعلا اممر ممتع ولكن كتبان نوعا ما صعيبة في السياقة ؟ ممكن اهل التجربة مزيد من الشرح
100004140614480,https://www.facebook.com/ahmed1997mandour,أحمد منظور,2022-10-15T15:20:35.000Z,باغي يبيعنا العجل ونخويو البلاد فين غانلقاو شهر ديال الكونكسيو  ب30 درهم 😂😂😂
100001075907727,https://www.facebook.com/BaStoF.OFFiCieL,Mustafa Ramzi,2022-10-15T15:36:55.000Z,قسما بالله ما عمري دفعت ولا جربت ندفع لهاد القرعة الأمريكية.. والسبب علاش والله ما عارف علاش 😶
100069488206769,https://www.facebook.com/people/Soufiane-Soufiane/100069488206769/,Soufiane Soufiane,2022-10-15T14:45:13.000Z,عندك الحق ، خويا كيعيش فأمريكا منذ 15 سنة و المعلومات لقلتي كلها صحيحة . كنعرف مهاجرين مغاربة كيوصلوا حتى 300 مليون في العام من العمل في سياقة الشاحنات الكبيرة. الله يسهل عليك و يسهل على أي واحد باغي يخدم على راسوا الأهم هو الانسان ما ينساش والديه. حيت هم أساس هاد الحياة
100035402630447,,Nadia El,2022-10-15T14:33:21.000Z,تبارك الله نوض نتصور باش ندفع
1828728944,,Saloua EL,2022-10-15T17:21:00.000Z,بغيت نمشي لميريكان ولكن معندهمش نجمة 6 😞
100001262449554,https://www.facebook.com/younesse.tassmmit,Youness Ouadouch,2022-10-15T17:45:56.000Z,رقم منفوخ . ربما يمكن ان تصادف شهرا من الشهور تعمل هذا المبلغ . لكن ليس كل الشهور . هذا اذا كنت تمتلك الشاحنة . اما السياقة وحدها فهذا مستحيل
100078016391316,https://www.facebook.com/people/Laila-Laila/100078016391316/,Laila Laila,2022-10-15T14:44:18.000Z,كنت عكزت نتصور ساعة دابة درتي فيا النفس النوض نتصور
100003266704606,,Tarik Qlf,2022-10-15T20:28:52.000Z,فميريكان وكايتخلص بالأورو ؟
100008308119515,https://www.facebook.com/people/Hoda-Tammari/100008308119515/,Hoda Tammari,2022-10-15T16:14:16.000Z,شنو دابا ندوز البيرمي وندفع القرعة ياكو؟!
1465622106863621,https://www.facebook.com/salariemarocain/,Le salarié,2022-10-15T14:02:47.000Z,"القرعة اللي كندير باش ناخدو دار انا والزوج بلا كريدي باذن الله ممكن تنشرها باش يعرفو لاش كنوفرها
#صديقة_الصفحة"
100000405808320,https://www.facebook.com/fatima.zachik,Fatima Zahra Achik,2022-10-15T15:52:12.000Z,الحمد لله باقين ناس عارفين بحق النعمة و يتشاركون الايجابية مع الناس...بعيدا على لا منقولش الخير اللي عايشة فيه غ يعينوني🙂
100008102800047,,Mimi Jad,2022-10-15T15:01:21.000Z,اها واشنو استفدنا من هاد البوسط مفهمتش ؟ 🤣 اشناهوما الامور شخصية لكتصرفي 1000 عليهم ممكن توضحي أكتر 🤪
100007177145288,,Hakim Hakim,2022-10-15T14:31:33.000Z,"شأن داخلي لا داعي لنشره!! 
حافظوا على استقراركم بالكتمان."
1206373976,,Mohcine EL Fa,2022-10-15T14:09:35.000Z,"دابا الأخت كنتي جالسة في أمان الله و حفظه و مستورة...قلتي أرا نوض نضبر على شي عوينة ليا و لراجلي و لبابا و بناتي و ماما و لي داخلين معاك فالقرعة....
غير ضاحكين، الله يسر ليكم ويبارك فيكم.
""استعينوا على قضاء حوائجكم بالكتمان فإن كل ذي نعمة محسود"""
100001894383406,,Rebbah Abdou Kiko,2022-10-15T14:03:42.000Z,صحاب 3000 درهم في صالير حتال ليل عاد حطو بوستات خليو القضية زينة
100002247910899,,Hanàné Ait Ben Essaid,2022-10-15T14:28:14.000Z,بحالك نتي لي خاص تكتب زوجي قرة عيني ولا زوجي تاج راسي... ماشي بحال واحد الشلاهبي تايشد الخلصة ديالو وباقي تيدور فعينيه فين يصيد شي حاجة اخرى... الله يعز الرجال بحال هادو
100000848026662,https://www.facebook.com/jaouad.bensouna.3,Jaouad Reda Bensouna,2022-10-15T14:00:31.000Z,باقا ناقصة 900درهم شنو كديري بيها
100002607451020,,Laura Cherkaoui,2022-10-15T14:00:41.000Z,يختي تتحلفي عليه يشدها و الله يخليه ليك ويخلي ليك قرة عينك، ولكن تحنا بالحلوف تمعرفنا باش غنفيدوك ولا شغانستافدو منك أ أستاذة، على العموم الله يدوم الود
100022133574102,https://www.facebook.com/zenebaskay.askay,Zeneb Askay Askay,2022-10-15T14:01:20.000Z,ونعم الزوج الذي لا يطمع في مال زوجته إلا برضاها كما امر ربنا ورضي بذلك
100003920888057,,خديجة صابر,2022-10-15T16:43:54.000Z,"السخرية سلوك غير سوي وغير محمود سواء بالافراد او بغيرهم.و ربنا في سورة الحجرات سورة الأخلاق نهانا عن السخرية لان المسخور منه يمكن ان يصبح أحسن من الساخر فحذاري
موجة الجفاف العالمية لا تخبر الساخرين بشيء .؟؟
لن نخسر شيئا إذا هذبنا الألفاظ وأخذنا العبر وأطعنا الإله سبحانه بما أمر."
100044752530540,,Chnika Mohmmed,2022-10-15T13:12:32.000Z,تأكد الله يحفضك واش تربية البقر ولا الإبل
100073866829141,,Fadoua Majjout,2022-10-15T19:28:08.000Z,هادي هي تخرج من الحبس و توقف فبابو
100080107114149,https://www.facebook.com/people/Ch%C3%A0R%C3%A1f-Edd%C3%AEne/100080107114149/,ChàRáf Eddîne,2022-10-15T13:18:13.000Z,والله حتا قريتها بريطانيا 🤨
100033388511351,https://www.facebook.com/mohamed.lajim,Mohamed Lajim,2022-10-15T13:53:41.000Z,واش من فرق بين موريطانيا وبريطانيا غير موريطانيا عاصمة العجاج وبريطانيا عاصمة الضباب
100045920662078,,Suzanna Km,2022-10-15T13:19:48.000Z,                       Rim Km   هزي ديبلومك سيري ربي ليك بݣيرات فموريطانيا و زرعي شي ݣطار ديال الفصة و  لبسي الملحفة و تزوجي بشي واحد سميتو ماء العينين و تهناي من هاد العبث لي نتي فيه
100000916074116,,King Tigr,2022-10-15T13:16:33.000Z,"كنت هاز البوط تسحابتلي بريطانيا 😅
ادمين زير معانا كنتي بغيتي تبيعنا لعجل بالصورة دالبروفيل ديال جوليا"
100057257591929,https://www.facebook.com/people/Naima-N%C3%A2%C3%AFm%C3%A2/100057257591929/,Naima Nâïmâ,2022-10-15T19:20:51.000Z,يسحاب لي بريطانيا اما نمشي نسرح لبهايم ونحلب لبقر ولماعز ولكن من موريطانيا غا خلوني هنا راه بحال كاينا فيها نيت مختالفين غا في سمية
100004805687093,https://www.facebook.com/people/Kh-Talbi/100004805687093/,Kh Talbi,2022-10-15T13:41:35.000Z,قريتها بريطانيا 🤣🤣🤣
100054682436409,,Nora Charife Idrissi,2022-10-15T13:11:27.000Z,أوف قريتها بريطانيا
100000175104431,,Satsa Moustafa,2022-10-15T18:00:06.000Z,قولي بغيتي شي ولد الناس تكملي معاه دينك
1181205296,,El Fehdi Abdelaziz,2022-10-15T13:38:31.000Z,مهم انا كنصرع الخدمة ديال الدار الطياب ونقابل لوليدات
100005573101640,https://www.facebook.com/HAMZAA.AMEGOUD,Hamza Amegoud,2022-10-15T12:58:40.000Z,الاخوان شكون يدير فينا خير يجيب لينا النمرة دهاد مرضية الوالدين
100028869052523,https://www.facebook.com/hbibe.mrato.5030,Abdo Freelancer,2022-10-15T13:04:00.000Z,من الأحسن تبقاو تحطو البوسط لي خدامين فيه هاكا الجميع غيستافد و غنعروفو لي بوسط لي فيهم صالير مزيان ماشي الأغلبية كيعرفو غير التعليم و الطب و التمريض هوما لي فالدولة . خصنا منشورات مفيدة و غير تذكر البوسط لي خدام فيه و الصالير راك غتعاون بزاف ديال الناس
100010079142790,,فطوم سليماني,2022-10-15T12:59:02.000Z,البركة والرزق والتوفيق من الله ثم من الوالدين
100010638947533,https://www.facebook.com/imad.zamraki,Imad Zamraki,2022-10-15T13:23:26.000Z,الحمد لله جميع الشروط متوفرة على ما اظن حاجة للي مزال نقصاك هي نمرتي😂😂
100041722006266,https://www.facebook.com/moncifezzahidy99,Moncif Ezzahidy,2022-10-15T13:44:09.000Z,اختي جوج جوج من الحاجة واجي خطبيني من دارنا انا نشقى ونجفف وداك البريم عطيه لزوجك قرة عينك الدار مادايماش كولنا غاذيين للدار الآخرة ❤️
100001452048167,,Hassana Talal,2022-10-15T13:06:09.000Z,اشمن قطاع عام لي فيه هاد لبريم كل ثلاثة أشهر والعجب هذا
100000468783489,https://www.facebook.com/omar.hilali,Omar Hilali,2022-10-15T13:55:39.000Z,شنو المطلوب منا حنى من هادشي ديالك الفقصة مثلا
100044077212931,https://www.facebook.com/people/%D8%A7%D9%85-%D8%A8%D8%B1%D8%A7%D8%A1/100044077212931/,ام براء,2022-10-15T13:02:08.000Z,انا كنتسنى المشكل
100064817204275,,Zineb Oubaiden,2022-10-15T18:16:29.000Z,Chkon mcha?
100057102845979,,Oumayma Emi Emi,2022-10-15T19:31:04.000Z,Chkon mcha svp des informations ?
100066028569927,https://www.facebook.com/rody.billa,Rody Billa,2022-10-15T13:50:56.000Z,                       Mourad Belaghlem 
100029897088932,https://www.facebook.com/ritaj.saada.5,Ïlh Âmè,2022-10-15T13:11:02.000Z,كايطلبو الاثمنة غاليه بزاف عاد لبارح كنت ف ديال الرباط
100015981735996,https://www.facebook.com/jihadeeli.7,ⵊⵀ ⴰⴷ,2022-10-15T13:58:45.000Z,"منجي فين نلحق نمشي لكازا نلقاوهم مشاو هههههههههه
شي حاجة فرباط ؟"
1649431884,https://www.facebook.com/jamal.oudai,Jamal Oudai,2022-10-15T12:41:17.000Z,بنسبة ملتقى العمل فوقتاش غاتكون في رباط
100001987070528,https://www.facebook.com/abdelali.achouak,BenAbdelali Shouak,2022-10-15T13:00:38.000Z,                       Simo Lui-même 
100001425162209,,Abdessamad Hiqui,2022-10-15T13:23:40.000Z,Imta gadi ykon f Marrakch !?
100000726823499,https://www.facebook.com/kawtar.sanad,Sanad Kawtar,2022-10-15T12:47:41.000Z,                       Ibtissam Yassine Makani 
100002196480556,,HHakimaa Benerrouaa,2022-10-15T16:01:04.000Z,Svp sur agadir quand?
100019640011682,https://www.facebook.com/boukermohamed05,محمد بوكر,2022-10-15T13:47:13.000Z,إذا حضرت الربا غابت البركة. الصراحة مبغاتش تفهملي هاد القضية ناس الصالير عندوم كتر من 6 ألف درهم وكيمشيو يسلفو من الأبناك بالربا وكاين لي عايش بأقل من 2500 درهم والله ميتسلف حتاشي فرنك وعايش بديك البركة وحامد الله.
559133943,https://www.facebook.com/benalloun,Elamine Benalloun,2022-10-15T12:44:52.000Z,كتوفر 2000درهم في الشهر ...إن شاء الله غترجعلك أضعاف مضاعفة
100007557065734,https://www.facebook.com/toufike.benyassine,Taoufik Ben Yassine,2022-10-15T12:26:21.000Z,حيد عليك  الشرب!!!!!! غلي غي الأكل
100083525979549,https://www.facebook.com/people/Mohammed-Ben-Omar/100083525979549/,Mohammed Ben Omar,2022-10-15T12:27:10.000Z,انت كتاكل 3000 درهم حنا خدامين بيها هههه منطقيا خاص نكونوا حنا كنشبهو لشي واحد عايش فالصومال وتكون انت كتشبه فرعون هههه
100010082790966,https://www.facebook.com/ayoub.sahmalil.3,Ayoub JT,2022-10-15T12:35:23.000Z,ناس مبقاتش كتقنع انا شخصيا كنتخلص غير 2000 درهم شهر و مزوج واكل شارب ناعس حيت كنعرف نسير راسي و انا حاليا كنحس براسي فالطريق الصحيح الى السجن
100007989765733,https://www.facebook.com/people/Ks-Mustafa/100007989765733/,Ks Mustafa,2022-10-15T12:30:02.000Z,"حتى انا فحالك
8200 درهم وماعندي كراء وماكنعطي للدار والو بالعكس كل جوج سيمانات الوالد مسكين كيعطيني قفة ديال التقدية
هايداك وكنخرج الشهر تعادل."
100055154856455,https://www.facebook.com/maths.facile.90,Fadwa El,2022-10-15T12:35:25.000Z,3000  واش كتكولها هكاك اوراق نقدية ؟؟
100007272126955,https://www.facebook.com/yassine.oubahou,Yassine Éco,2022-10-15T12:39:40.000Z,نقص من الطاسة والقصاير من اللخر.
100048735977190,https://www.facebook.com/tanilla.tanilla.56,Ibtissam Lh,2022-10-15T12:56:42.000Z,""" يَمْحَقُ اللّٰهُ الرّبَا وَ يُرْبِي الصَّدَقَاتِ وَ اللَّهُ لاَ يُحِبُّ كُلَّ كَفَّارٍ آثِيمٍ"""
1495413685,https://www.facebook.com/moulate.dar,Bouchra Hani,2022-10-15T12:29:06.000Z,السلف البنكي هو السبب (درهم ربا تدهب قنطارا من الحلال)
100000598227792,https://www.facebook.com/asmaaae,Asmae Ennaji,2022-10-15T19:43:13.000Z,لي عندهم الشعبي كتوقع ليا. حيت كنخلص بواحد البطاقة د الكريدي فالاول قالولي فابور. و منين كنستعملها كيقطعو les agios
100001200567050,https://www.facebook.com/alae.tasnime.1,Alae Tasnime,2022-10-15T13:01:00.000Z,الأبناك المغربية تعمل بمبدأ:الله يجعل الغفلة باين البايع والشاري!!!!!!
100004166550829,,HâsNæ HâsNæ,2022-10-15T20:32:28.000Z,وقعات ليا ف مصرف المغرب من بعد سير ورجع سخسخوني عاد سدو ليا الحساب معاهم
100033922721740,,Alaoui Ôs Royal,2022-10-15T11:37:39.000Z,صحيح هادشي ولكن الخلل كاين في النهار اللي كتبغي تفتح كونط ويعطيوك الكونطرا مكايشرحوش ليك هادشي وكتسيني يعني كيتحايلو على الزبون
100001012756694,,Medb Mohamed,2022-10-15T12:34:09.000Z,للأسف يجعلونك تتعامل بالربا رغما عنك ودون علم منك، وهذا احتيال من البنوك على الزبناء
100010154403987,https://www.facebook.com/ismail.volvo,Ismail Saber,2022-10-15T11:33:14.000Z,تماما هادشي تيتم التدريس ديالو فمادة الرياضيات المالية
100000161540851,,Salah Azzab,2022-10-15T14:36:47.000Z,وقعات ليا مرة واحدة كيف داز الصالير خرجتو و لكن من بعد مبقاش كيتقطع ليا
661891358,https://www.facebook.com/izougha,El Hassan Ziyani,2022-10-15T13:14:17.000Z,هاذ القضية مكايناش فالبنوك التشاركية. مدة سنتين عمرهوم قطعو ليا شي حاجة
100032189749671,,Il HAm,2022-10-15T15:32:32.000Z,حتا صالير كاينة هادالقضية ماتريهش فنفس النهار
100000526674674,https://www.facebook.com/MVPMicrosoft,Yassine Driouich,2022-10-15T11:34:01.000Z,"هادشي اللي كيخليني منخدم في حتى بنكة ولا نقاد شي Système معاهم 
لأنه من غير الربى هناك نصب وإحتيال 
ويجي واحد يقوليا لا غير خدم أنت حقا خدام غير في البرمجة 😏"
100003577518385,,Nawrae Albatoul,2022-10-15T20:05:17.000Z,تنتابع واحد الاخ عايش في كوريا الجنوبية تيشكر الشعب و تيقول بانه كاين فرص عمل ولكن المعيشة غالية بزاف و الانجليزية مسلكة  حسابه على الانستغرام khafanzarban
1465622106863621,https://www.facebook.com/salariemarocain/,Le salarié,2022-10-14T22:51:40.000Z,طبيعي غالبية التعاليق تنمرية . عادي مقبول لقلة معرفتنا بهاد الشعوب . نتمنى  يتواصلو معانا مغاربة كوريا لتعميم الفائدة
100001237988180,https://www.facebook.com/osman.alaoui93,Osmàn Alàoûi,2022-10-15T13:06:21.000Z,قمة الحموضة والتفاهة لي كاينة فالتعاليق تدل على أنه بلادنا غادة اللور..الله يدير تاويل دالخير وصافي ولا كلشي عندنا غا ضحك حتى ولينا ضحكة..
100009372947238,https://www.facebook.com/people/Aziza-Filali/100009372947238/,Aziza Filali,2022-10-15T08:08:00.000Z,"يُظلم الليل وتهدأ الأنفاس وتنام العيون    ويبقى ""الله  نور السموات و الأرض   يستجيب لمن دعا ويغفر لمن استغفر  ويعطي لمن حمد وشكر ويستجيب لمن دعا يامن تهدي لنورك من تشاء 
  اجعلنا ممن تشاء يااااااااارب       
      ياربّ إن لم نُحسن دعواتنا 
             فأنت اعلم بحاجاتنا
           وان قصّرنا فأنت سبحانك
     تعلم غاياتنا ولا يخفى عليك شيء
 من احوالنا فأجبر خواطرنا بفيض رحمتگ 
اللّهم إنّي أعوذ بك من منكرات الأخلاق ، و الأعمال و الأهواء.
 اللّهم اغفر لي ، و اهدني، و ارزقني ، و عافني ، أعوذ بالله من ضيق المقام يوم القيامة.
اللّهم إنّي أعوذ بك من قلب لا يخشع ، و دعاء لا يُسمع و من نفس لا تشبع ،و من علم لا ينفع .
اللّهم إنّي أعوذ بك من زوال نعمتك ، و تحول عافيتك ، و فجأة نقمتك ، و جميع سَخطك .
اللّهم إنّي أسألك علماً نافعاً و رزقاً طيباً متقبلاً .
اللّهم إنّي أعوذ بك من شر ما عملت و من شر ما لم أعمل.
اللّهم إنّي أعوذ بك من يوم السوء ، و من ليلة السوء ومن ساعة السوء ،و من صاحب السوء ، و من جار السوء.
 اللّهم أكثر مالي و ولدي و بارك لي فيما أعطيتني .
 اللّهم إنّي أسألك يا الله بأنك الواحد الأحد الصمد الذي لم يلد ولم يولد و لم يكن له كفواً أحد أن تغفر لي ذنوبي إنك أنت الغفور الرحيم .

لا إله إلّا الله العظيم الحليم ، لا إله إلّا الله رب العرش العظيم ، لا إله إلّا الله ربُ السماوات و ربُ الأرض و ربُ العرش الكريم اللّهم إنّي أسألك الجنة و أستجير بكِ من النار.

اللّهم قنعني بما رزقتني و بارك لي فيه و أخلف عليَّ كل غائبة لي بخير اللّهم ألهمني رشدي و أعذني من شر نفسي .

 اللّهم إنّي أسألك العافية في الدنيا و الآخرة .

اللّهم متّعني بسمعي و بصري و اجعلهما الوارث مِنيِّ و انصرني على مَن يظلمُني ، و خذ منه بثأري .

 اللّهم أعني على ذكرك و شكرك و حُسن عبادتك .

اللّهم أحسن عاقبتنا في الأمور كلّها ، و أجرنا من خزي الدنيا و عذاب الآخرة .

اللّهم إنّي أعوذ بكِ من العجز و الكَسل و البُخل و الهرم و عذاب القبر .

* اللّهم آتِ نفسي تقواها و زكّها أنتَ خيرُ من زكاها ، أنتَ وليها و مولاها .

* اللّهم إنّي أعوذ بك من علمٍ لا ينفع ، و من قلب لا يخشع و من نفس لا تشبع ، و من دعوة لا تستجاب لها.

اللّهم إنّي أسئلك حبك و حب من يُحبك و العمل الذي يبلّغني حبك، اللّهم اجعل حبّك أحب إليّ من نفسي و أهلي.

 اللّهم إنّي أسألك من خير ما سألك منه نبيك محمد صلى الله عليه و سلم و نعوذ بك من شر ما إستعاذ منه نبيك محمد صلى الله عليه وسلم ،و أنتَ المستعان و عليك البلاغ ولا حول ولا قوة إلّا بالله ، اللّهم إنّي أسألك علماً نافعاً و أعوذ بك من علم لا ينفع.

 اللّهم ربَّ جبرائيل و ميكائيل وربَّ إسرافيل أعوذ بك من حر النار و من عذاب القبر .

اللّهم إنّي أعوذ بك من شر سمعي ، و من شر بصري و من شر لساني ، و من شر قلبي و من شر منيي .

اللّهم إنّي أعوذ بك من العجز و الكسل و الجبن و البخل و الهرم و القسوة و الغفلة و العلية و الذلة و المسكنة و أعوذ بك من الفقر و الكفر و الفسوق و الشقاق و النفاق و السمعة و الرياء ، و أعوذ بك من الصم و البكم و الجنون و الجزام و البرص و سيء الأسقام .

 اللّهم فقهني في الدين ، اللّهم احفظني بالإسلام قائماً ، و احفظني بالإسلام قاعداً و احفظني بالإسلام راقداً ولا تشمّت بي عدواً ولا حاسداً اللّهم إنّي أسألك من كل خير خزائنه بيدك ، و أعوذ بك من كل شر خزائنه بيدك.
 اللّهم حاسبني حساباً يسيراَ ،اللّهم إنّي أسألك فعل الخيرات
و ترك المنكرات و حُب المساكين و أن تغفر لي و ترحمني ، و إذا أردت فتنة قوم فتوفني غير مَفتون و أسألك حُبّك ، و حب من يُحبِك ، و حُب عمل يقربني إلى حُبك.

 اللّهم قني شر نفسي و اعزم لي على أرشد أمري ، اللّهم اغفر لي ما أسررت و ما أعلنتُ ، و ما أخطأتُ و ما عملتُ و ما جهلتُ .

ربِ أعني ولا تعن عليّ ، و انصرني ولا تنصر عليّ و امكر لي ولا تمكر عليّ و اهدني و يسر الهدي إليّ ، و انصرني على من بغى عليّ .

 ربي اجعلني لكَ شاكراً لك ذكاراً ،ربي تقبل توبتي ، و اغسل حوبتي ، و أجب دعوتي وثبّت حُجتي و اهدِ قلبي ، و سدد لساني .

اللّهم طهرني من الذنوب و الخطايا ،اللّهم نقني منها كما يُنقى الثوب من الدنس ،اللّهم طهرني بالثلج و البرد و الماء البارد .

اللّهم ألهمني رشدي ، و أعذني من شر نفسي.
         جعلها الله في ميزان حسناتكم 
      نور القران الكريم"
100034111086315,https://www.facebook.com/people/Bouchra-Bouchra/100034111086315/,Bouchra Bouchra,2022-10-15T19:45:52.000Z,اش هاد الضحك الباسل خليتي العالم كامل بانت ليك ا كوريا الله يحفظ يا ودي دابا يسمعنا داك خونا معندوش مع الضحك يولي مهجرو لينا مسح هدشي 🚶🏻‍♀️🤦🏻‍♀️
100080927595844,,Abde Ssamad,2022-10-14T22:56:32.000Z,"كاينة الخدمة فكوريا الشمالية من بينها:  
-التصفيق على كيم جون وان أون"
1492899050,https://www.facebook.com/amine.malek2,Amine Malek,2022-10-14T22:47:56.000Z,خويا مازال قاطعين علينا كونكسيون
100000854739097,,Karima Lachkar B,2022-10-14T23:06:41.000Z,"من یشاهد هذا المنشور عام 2080 ادعو لنا بالرحمة فقد مرت زهرة شبابنا في ظروف کرونا وغلاء وغل وضلم من احسنا الیهم لم نعرف الفرحة قط 
جدتكم من المغرب عام 2022"
100001679028648,,Youssef Ăm,2022-10-14T23:04:04.000Z,كوريا الشمالية. ساهلة ماتايطلبو والو تحتاج شهادة الوفاة فقط ومرحبا بيك
