text,Majority_Label,label,id
وين دول الخليج الجربانه متخمه بالاموال تسسقبل اللاجءين الا الفلوس للسلاح القتل الله البصق ملوك امراء دول الخليج حرام لانه البصقه ممكن تتنجس منهم حول قوه الا بالله,1.0,Racism,
هدا مرض نفسي لدينا ابناء واصبحنا نخاف اللهم الطف يارب هدا الزمان نري العجب,1.0,not racism,
الم يصلك خبر الاصلاحيين طالبوا ببعض الحقوق تم اغتصابهم السجون وسلط عليهم اقسي انواع العذاب انك تعيش كوكب اخر,1.0,not racism,
سمعنالك صوت وقت مليشيا القوات الكتاءب نزلو هتفوا حزب الله صهيوني تفه,1.0,not racism,
اكيد مش طريقك لان هيءتك اقرب لعزراءيل,1.0,not racism,
غلطو فالسميه فالحاله المدنيه داروك كريم صدقتي راسك ذكر اش راجل خاصك العصا زايدا لمك الهم مسكينه انوضي تكعدي عاوني امك الزمان الله يهديك,1.0,Racism,
نجسه الخنازير,1.0,not racism,
السيسي وعباس كبار الصهاينه العرب وعملاء اسراءيل,1.0,Racism,
مايقتلني الدول الميكروسكوبيه وينك صدام الخليج كله محافظات واليوم يتحفظون الدولارات باقيه وتتمدد الفلوس تجيب العروس عجيب امور غريب قضيه اين المطبلون والمهلهلون,1.0,Racism,
اما يكن عميل لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا خايف يتوجون الاسدالصهيوني والسيسي بتاج,1.0,Racism,
سوريه سنيه وستبقي سنيه وحسبي الله ونعم الوكيل بالعرب الخونه باعوا الشعب السوري بالرخيص فليفرح ابن زايد وكل كلب عربي دعم بشار الجحش,1.0,Racism,
كلب مسيحي سليمان فرنجيه تابع لتيار مرده لبناني عم يمشطو جماعته منطقه مجليا لعرينيه,1.0,Racism,
والله ياحنا نضحك عليكم ضحك شاهدتم استقبال خادم الحرمين الشريفين وامام الامه انتم عرفتم متولي امور الدوله غياب المليك محمد بن سلمان جبل طويق موتوا بغيضكم والعالم يعرف يهودتكم مايسير خلفكم منبوذين ولافضتهم بلادهم وماعليكم الز,1.0,Racism,
تركي العونيه جماعه حزب المخدرات يعوا كلاب جربانه,1.0,Racism,
فلسطين البقره الحلوب المحتالين المخبرين اروبا يستخذمونها لجمع الاموال التبرعات ايران وحدها يستفيذ,1.0,Racism,
جيش مصر خير رقاصات الارض,1.0,Racism,
اطرف قرات عثرروا وثيه سريه منطقه ناءيه انها قصه كنز القرصان او مصباح علاء الدين,1.0,not racism,
كذاب ومنافق الريال القطري القذر وصل لحسابك,1.0,Racism,
ليتهم يسلمون منك ياذميم قطر ذميم العرب حسبي الله,1.0,not racism,
اننا نعد الغرب بمسيره طويله تنتهي الا بتدمير اقتصاده جزاء وفاقا تعجرفهم سفاهتهم لمحاولاتهم الخبيثه انقاذ النصيري بشار انيابنا سيكونون ان شاء الله انيابنا,1.0,Racism,
انت حمار عبد الله بتستحمر,1.0,not racism,
نعلم جيدا ياوليد امريكا تحاربكم فما شانها بمحاربه العبيد فانتم خير كلاب لليهود تحرسونها بعيد امريكا تحارب الاحرار وكل يءمن بالله المجيد نصر عبدالجليل,1.0,Racism,
الصهاينه اشرف منكم تقتلون تسمونه الجهاد سبيل الله تاريخكم مليء بالقتل النهب,1.0,Racism,
اترك بلدنا نريدكم ايها العرب,1.0,Racism,
سكربينه عنصريه حقها فرنك فوتي حسابها شوفي خدي حب حموضه مراجعه تدخلي,1.0,Racism,
اكثر شعب متخلف رغم انهم عندهم تتطور الصناعات بعدهم شعب جاهل ويصدق الخرافات بشكل كبير جدا وتبرك البقر وبول البقر اعزكم الله,1.0,Racism,
وانشا حنا مسلمين كلاب اس هادا اشي كيعلوا اولادنا الله يخليكم بالخلي,1.0,Racism,
شوف الطفل الله يرحمه دول الانذل والساقطين,1.0,not racism,
وبيسالوني ليه بكره السعوديه مجرمين,1.0,Racism,
صدقتي ديما للاسف اللبنانيين اكثر تخلفا وعنصريه,1.0,Racism,
تحقيق لاهم يحزنون عباس دحلان اسراءيل الاطراف الثلاثه سممت الشهيد ياسر عرفات,1.0,not racism,
خونه وعملاءوموتيبغيظك وعملاء السعوديه,1.0,Racism,
حرام كانوا يتنمروا عليها لانها طويله وهبيله وبتقولها بكل تاثر وانفعاليه,1.0,Racism,
كلاب لبنان احقر اليهود لاشرف ولامرءه ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجءه هاءمه عرسال ورديتم الجميل بالرصاص عبيد المجوس والترك,1.0,Racism,
لماذا تخجل او تستعمل التقيه جنسيتك انتماءك لايران انت ايراني لان لغتك العربيه ركيكه تعليقك,1.0,Racism,
سياخذ الله سبحانه تعالي حق الطفل السعوديه دول الخليج غررت بالشعب السوري باعته الوهم رفضت استقبال لاجء سوري اراضيها او علاج جريح مستشفياتها,1.0,not racism,
المغرب ملكها خاين بالوراثه كلب زي والده وجده,1.0,Racism,
السيسي وعباس كبار الصهاينه العرب وعملاء اسراءيل,1.0,Racism,
حكم جنرالات عسكر فرنسا بالجزاءر اكبر حليف لنظام الصهاينه بسوريه وصنعتهم فرنسا,1.0,Racism,
انت حمار ياض,1.0,not racism,
والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم يستضفون مجرم امثال بن علي وشفيق,1.0,Racism,
قمه الذل والهوان يطلب كافر يحميه كافر,1.0,Racism,
القبيحه اشترت قطر جاءزه نوبل والان تتسكع تركيا,1.0,not racism,
والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم يستضفون مجرم امثال بن علي وشفيق,1.0,Racism,
تحقيق لاهم يحزنون عباس دحلان اسراءيل الاطراف الثلاثه سممت الشهيد ياسر عرفات,1.0,not racism,
اننا نعد الغرب بمسيره طويله تنتهي الا بتدمير اقتصاده جزاء وفاقا تعجرفهم سفاهتهم لمحاولاتهم الخبيثه انقاذ النصيري بشار انيابنا سيكونون ان شاء الله انيابنا,1.0,Racism,
اولا قرارك وليس قرار الشعب السوداني ولست شرعي ولتشترك بالحرب عملاء امريكا اليمنيين,1.0,not racism,
اولا قرارك وليس قرار الشعب السوداني ولست شرعي ولتشترك بالحرب عملاء امريكا اليمنيين,1.0,not racism,
المعيب ان يستخف الحكام بعقليه المواطن العربي السني وتغيير الحقاءق والهروب المواجهه وهذا يدل ان الامه ضعف جانب حكامها وعدم استطاعتهم تشخيص الحاله يمر المسلمون الاسف,1.0,not racism,
ليه بتحكي الزعرنات اللي صارت مبارح منحازه ومنك موضوعيه واعلاميه فاشله,1.0,not racism,
انتحر بعمر ال ٤٢ وليس ال ٨٧ سهوا متن الخبر,1.0,not racism,
تركي العونيه جماعه حزب المخدرات يعوا كلاب جربانه,1.0,Racism,
ام نص لسان حماره بلدي,1.0,not racism,
ولك انت دب العالم سكوت,1.0,not racism,
برغوت قواتجي,1.0,Racism,
هول تاج راسك وسخه,1.0,not racism,
مرسي رءيس منتخب حتي طرف منقلبين,1.0,not racism,
الصوره اعلاه وبدعم الخليج يترعرع سرطان الامه,1.0,not racism,
استحي صعلوك قليل شرف انصحك تتعلم اللغه العربيه وتترك العبريه لتحسن فهمك غبي,1.0,Racism,
ساعه الجنرال السيسي اوميغا تباع 137 حبه رز مزاد اقيم حي خان الخليلي بينما بلغت نسبه الاقبال المزاد 21 7,1.0,not racism,
ضيفك العربي يبدو انه ضعيف جدا اضافه يبدو انه بعيد جدا كلمه اسلام كلمه السوريون اللاجءون بقاع العالم فكره يصب مصلحه العرب المسلمون,1.0,not racism,
كسم قطر حفتر هيشرمكم فعلا اقل انتكون لقمه ياشواذ نهياتكم قريبا,1.0,Racism,
كلب اسود مختلف,1.0,Racism,
انا شايف انه جلاله سيدنا ممكن يدعشن حاله وميحكيش انه الجندي الامريكي مستفز,1.0,not racism,
الازدراء تافوز الثور يقول شخصا يفعل مهينا فانت مجنون,1.0,not racism,
وانت ياحمار لازم كمان تعرف انت ومعلمك الهبيله انو صرمايت لصغير بيت الحريري ابتسوي رقبتكون افهمت برجع بعيد سدو لنيعك ياحقير,1.0,not racism,
الاهمال الحوثي مرتزقه الاعلام وقوافل الاعانات السعوديه والامارات مدار الساعه اعمي بصيرتكم الحقد السعوديه والامارات تقولوا الحقيقه,1.0,Racism,
ستري تصويتهم الاعوج ولن سيقودون الاسد الصهيونيللمحاكم الجنايات الدوليه سيدينونه ولان حاميحدود الصهاينه والثوره ستقوده للمحاكمه ورغم مجلس الامن الاستعماري,1.0,not racism,
انت وان كنت عمامه ترتدي فما انت الا لزعيمك السياسي تعبدي فما انت الا حقير يطعمه الزعيم الفاسدي,1.0,not racism,
تعتقد بان اهل السنه يحتكرون المعاناه العالم فانت مختل عقليا واناني بامتياز,1.0,Racism,
وطلبه اللجوء السياسي فرنسا والمانيا ولم يطلبه السعوديه لانه يعلم ان الكافر ارحم المنافق وخاصه اذا المنافق الاعراب,1.0,Racism,
دوله فالعاده السريه شعب ديال الكبت التكفات,1.0,Racism,
زلمه كميه القرف باخبار جبهه الخرا وفتح الشوءسمو بيقرفوا حسو حالهم اديش حمير ومتخلفين القرون الوسطي وانو خربو عحالهم وعغيرهم,1.0,Racism,
السعوديه اطهر ارض واحقر شعب,1.0,Racism,
روح وجهي ولاك وهابي نجس يلا حقك بلوك تفه,1.0,not racism,
صحيح نعال انتم يولي عليكم دحلان الزفت الي عزمي قذاره,1.0,not racism,
وقال نتنياهو يذكر بالاسم دوله اسراءيل اتصال دول عربيه بشان ايران مبروک لکم یا ایها العربان,1.0,Racism,
شعوب مرتزقه يحل المال تركضون وراءه حساب شرفكم,1.0,Racism,
السعوديه اطهر ارض واحقر شعب,1.0,Racism,
دوله عربيه تعلن بناء اكبر معبد هندوسي راحه الهنود بينما عرب ومسلمين ترضي تستقبل منهم لاجيء فعلا اسلام اخر الزمان,1.0,Racism,
والله السعوديه تخزن تتشبت بالقشه خوفا الغرق وعندما تغرق تكون اهميه وبالتالي يسال عنها احد,1.0,not racism,
لماذا تخجل او تستعمل التقيه جنسيتك انتماءك لايران انت ايراني لان لغتك العربيه ركيكه تعليقك,1.0,Racism,
ايراني الاصل عتب اتريدون شاكلته تقبيل راس اسماعيل هنيه مثلا,1.0,Racism,
سدي نيعك تفه,1.0,not racism,
مبروك السعوديه اشباه العرب بعوده دوله اليمن الجنوبي,1.0,Racism,
انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني,1.0,Racism,
كلمتين تعقيبا جمله حرب اهليه وانا اخاطب اخوتي المسلمين فقط اما المرتدين وكفارعربان والصحوات والعلمانيه ووو قول اللفظ الصحيح حرب,1.0,Racism,
الازدراء تافوز الثور يقول شخصا يفعل مهينا فانت مجنون,1.0,not racism,
تقولون حرب الاف المدنیین الابریاء قتلوا بایدی المملكه العربيه السعوديه حلفاءه الدواعش النصره انتم سکتتم سندتم,1.0,not racism,
شوف جالس جنبه ويدعي انه سيحارب الاسد الصهيوني بالقضاء تنظيم امريكا وصنع لاجله,1.0,not racism,
الغه العربيه تصلح لغسل العقول بافكار شيطانيه ارهابيه,1.0,Racism,
بستين جهنم شاء الله مابيضل كلب علوي ابن متعه,1.0,Racism,
لعنه الله روحو الطاهره ناصعه البياض,1.0,not racism,
وبهذا تكون المجر انضمت الي دول الخليج العربي بغلق الحدود وجوه السوريات والسوريين العذبين الارض,1.0,not racism,
ارحمك عرص خول تميم قنوات قطر الشاذه امثالها خيانه الشعوب العربيه الاسلاميه الافريقيه اعلاميون شواذهما هعدم الخونه بامري,1.0,Racism,
ربي معهم مساكين والله ولديها بقاو فيا حالتهم تبكي اله الله يقول المثل كدا الفقر ان يكونا كفرا الفقر مكانتش هديك البنت غادي تمشي تخدم لحرام الضروف صعيبه تخلي الانسان يخرج الطريق ربي يستر ويستره ويستر الجميع احبسو البرطاج راه حرام عليكم وعيب الله تعالي يقول لينا استرو الارض يستركم السماء,1.0,not racism,
رحمه الله قتله اسيادك البوق الكبير,1.0,not racism,
يومكم جاي روافض قرامطه السنه والشيعه كلكم العمله كفار فرق بينكم وسياتي يوم ينتقم الاسلام اله اكير,1.0,Racism,
اكبر متخلف عرفتو الدوله اللبنانيه انت هيك عم تحرق دين العيش المشترك عنصري ولك اني كنت ايد الرءيس,1.0,Racism,
انت سوري درزي اكيد او علوي او خربطلي اخرس ولاك انت وبشارك معك,1.0,Racism,
السيسي يقتل شعبه وتري العرب يطبلون ويدعمونه بالميارات,1.0,not racism,
اقسم بالله مسخره الصهاينه يوم يزيدو عدد الاقتحامات للاقصي تقسيمه مكانيا قسموه زمانيا وبدل يشجعو الشباب بالرباط جالسين يعتقلو فيهم ويعذبوهم وبيشغلو العالم هاد الامور حسبنا الله ونعم الوكيل بطلنا نعرف مين الصهاينه فعلا,1.0,Racism,
مناسبه اغتيال الصحفي السعودي خاشقجي رحمه الله لايسعني الا ان اقول يلعن روحك حافظ روح ابنك بشار روح الي خلفك,1.0,not racism,
ينتظر المنطقه رسم الاستعمار الروسي امريكي خريطتها شيعيه يحسبون انهم يظحكون معهم وتحت حكم عملاء المستعمرين لتلك المهمه,1.0,not racism,
يلعن عرضك شو منافق بيار صوهيوشيوعي,1.0,Racism,
وين كلاب الاثر كلاب عباس وماجد فرج يحمو رام الله,1.0,not racism,
فرق ولد يهودي مات جريمه ومشفي انقصف ومات زلمه جريمه حرب فرق تعفيش عفرين اكل خري وبراميل متفجره وكيماوي جراءم حرب ضد الانسانيه,1.0,Racism,
انطري السيد ليحكي بعدين كبي قرفك حيه,1.0,not racism,
سدي نيعك تفه,1.0,not racism,
اغلب الناس تتحدث السيسي وتتناسي السيسي الا دميه يحركها النظام السعودي النظام السعودي الا الحبل يحرك الدميه والحبل تحركه امريكا,1.0,Racism,
سيصدق السوري راسه شامخا سيصبح اذل الاذلاء تهان كرامته بكل البقاع تءخذ حراءره زوجات ليسترن حالهن المتردي الثوره عندما يتبع التكبير التدمير قطع الرءوس,1.0,not racism,
خنزير فطس كلب كلاب الشيعه ساند الروافض اسمه خميني عمر كرامي الرافضي,1.0,not racism,
ديما الواطيه شو متعاطيه اليوم بول البعير تقديمه ال سعود معلمينك ليش انت لبنانيه اكيد بلدك مين بيعطيك فلوس اكتر,1.0,Racism,
داك المضبب جامع رايو لاخور باين دوده,1.0,Racism,
عصام درماس اكبر نفاق الحكومه السودانيه العرب مستعبدنهم يقدسون العربي مش اجل الانسانيه الدليل شعبهم الاصول الافريقيه مهجرنه وطنه تبا والعروبه اعجبني · المزيد ·,1.0,Racism,
اللهم احصهم عددا واقتلهم بددا ولاتغادر منهم احدا اللهم اضرب الكافرين بالكافرين واخرجنا ايديهم سالمين اننا لنفرح يموت سعودي او حوثي فكلاهم اخوه بالعقيده والدين والاجرام,1.0,Racism,
العونيه كلاب بدهن عظم بيك عمبيعوو الكلاب الجربانه,1.0,Racism,
الفلسطينيين يعلمون اليقين ان دويله قطير تتامر ليل نهار عليهم يبني المستوطنات وتدعم الفرقه الفلسطينيين وهي تحاول الصاق التهم الغير فليحذر الفلسطينييون مءمرات الدويله الخبيثه وليتركو شتم وسب يدعمهم ويدعم قضيتهم,1.0,Racism,
يوجد تطابق دوله قطر والكتر يوجد تطابق دوله قطر والسلاح الابيض اسمه كتر,1.0,not racism,
قصدك خير كبابجيه الارض,1.0,not racism,
ال سعود الانجاس اذلاء حقراء ترامب يظهرون انفسهم اقوياء افقر الشعوب,1.0,Racism,
الوضع نتيجه انسانيه السعوديه اصابها التوازن والتعقل والنظره الثاقبه وبعد النظر والقرارات المترويه والحازمه والمانعه,1.0,not racism,
وانشا حنا مسلمين كلاب اس هادا اشي كيعلوا اولادنا الله يخليكم بالخلي,1.0,Racism,
ياعاهره ياجزيره تكلم احتلال قطر,1.0,not racism,
شيت او جاد فاك لايف كول هوا تلحس طيزي,1.0,not racism,
داك الحول مريض تفو بنادم كيفاش داير هاد الوجوه معمرني شفتهوم الزنقه اللهم المشرملين او هادوا,1.0,Racism,
لقد خلت امريكا االخليج خالي فتحاربوا واظهروا قدره فرقطاتكم,1.0,not racism,
بستين جهنم شاء الله مابيضل كلب علوي ابن متعه,1.0,Racism,
المصيبه ان الشخص بعثي بمذاق اخواني قطري يخرب بيتك عفلق الاشكال الي تركتها,1.0,Racism,
والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم يستضفون مجرم امثال بن علي وشفيق,1.0,Racism,
علماء الامه علماء امريكا عبيدها يحضرون الفتاوي الطلب هءولاء بلاء الامه نجاستها تغسل بالماء,1.0,Racism,
انت تدعو للاشمءزاز,1.0,not racism,
النفاق المسيحي لماذا يتعامل المسيحيون بازدواجيه عندما يتم انتقاد المسيحيه عكس انتقاد الاسلام,1.0,Racism,
سرطنه عمان نات بجانبها هموم وشءون الامه يبدو انها تنكرت لجيرانها العرب انصح عمان بعدم الابتعاد قضايا الامه واذكر مسءولي البلد بان الذءب ياكل الغنم القاصيه,1.0,Racism,
كسم السيسي قلبي,1.0,not racism,
والعرب كالعاده حياه لمن تنادي حفنه صهاينه لصوص مجرمون جبناء نكلوا 350 مليون عربي للتذكير كيد الصهاينه ضعيف,1.0,Racism,
رجعت الكلاب الي الجزيره وبدءت تنبح ونتهش ومتي تبدءين التحضير واعلمي ان الشعب اكبر ماتفكرون بني صهيون,1.0,Racism,
مرتزق ايراني,1.0,Racism,
حسنا دعني اقولها مره اخري تعال رفاق مجرد قطعه الهراء وهذا يعني انه يجب تعترف بان الاعبين لعبه يعزفون الاتهم بطء عمل الزنجي ينبغي اسمي يعزفون الموسيقي مجرد مجموعه المنبهات وامين الصندوق لكنك تعرف شيء طنان عنهم كلماتهم اغانيهم مجرد شعر سريالي يتم غناءه ضجيج البوب ويبدا الجميع تسميتهم بالعبقريه والحقيقه اغانيهم معني خذ الالبوم الحاءط سبيل المثال تاكد انه يحكي قصه المعني الاخلاقي ومعني القصه تخبرني الغرض اغانيهم جعلك تفكر بالطريقه الوحيده تجعل الموسيقي بطيءه الون الوردي يمكن يجعلك تداعب اعتقد انه كنت رجمت بالحجاره تماما ربما تكون راكبات ومره اخيره بينك فلويد العنه مص يجب تذوق مءخرتي يجب,1.0,Racism,
الفلسطينيين واللبنانين والشاميين لكان انتو لليوم تشربوا بول البعير تاكلون بصحن وتبزقون منو,1.0,Racism,
اللهم اشغل الظالمين بالظالمين وخلصنا امريكا وروسيا وبشار اما الحوثين فامرهم سهل الخليج يسحقهم سحق,1.0,not racism,
اعلا شي وصلت فيصل ان تكون لاجء درزي قذر قطر انت,1.0,Racism,
وقتل اكثر 74 سعوديا الحدود اليوم برصاص القبايل و9 ماتوا باختناق شده الحر وكثافه الغبار,1.0,not racism,
والله اغبي ناس الارض لبناني يقول نكايه بالطهاره شخاخ,1.0,Racism,
الحوثي قتل خبر نقله موقع سعودي موقع العالم المخترق انقلاب صالح الحوثيين خبر ابتكرته الشرق الاوسط السعوديه,1.0,not racism,
اللهم اني صاءم خويا سعيد وجه المتعه اللي تلقيتها منك التسعينات وانا طفل والله نقول شي حاجه اللي تخصر صيامي وكنثيق ذكاءك بحيث قراته جد كافي ليصلك كنت اريد قوله تحياتي,1.0,not racism,13402.0
عمي شو كذابه تفه,1.0,not racism,
ايتها النصرانيه البشعه القبيحه فاقده الانوثه والجمال والاخلاق انتي مصابه بداء جنون العظمه تظنين يفهم الاعلام انتي وتظنين يوجد قناه خنزيرتك وبامكان خنزيرتك هز الدول واستقرارها شو قالولك بلدك لبنان مغتصب ايران عبر حزب الله بشعه,1.0,Racism,
يلعن قطر وحكام قطر لان لعنهم لعن اسراءيل,1.0,not racism,
ساءق التاكسي يقل ناش زوجته فقد التحكم السياره اصول عربيه مصر العربيه,1.0,not racism,
نص اللبنانيي رايي انت رمز الغبا ههههههه,1.0,Racism,
الكلاب اللبنانيين يداهمون مخيمات عرسال للاجءين السوريين كلاب وستبقون كلاب,1.0,Racism,
يحصل منهم تراخيص العمل بمصر فكيف يكونوا صحافيين هولاء جواسيس اعترفوا الاعتراف سيد الادله نقول للجزيره فات الميعاد تحيا مصر السيسي رءيس مصر,1.0,Racism,
ملء الشلوح رجعوا زوامل مشي خصنا كرونا خصنا شحجا زايدا,1.0,Racism,
وماذا القصف والعصف الافق امام السعوديه ارتكاب المجازر بحق المدنيين وازعاج المسلحين وتشريد مواطنيها الجنوب,1.0,not racism,
قمه الذل والهوان يطلب كافر يحميه كافر,1.0,Racism,
مرتزق ايراني,1.0,Racism,
كلشي كلاب وحمير الله يكون معانا وصافي,1.0,Racism,
العرب جرب,1.0,Racism,
مجلس الريال كذابين ومرتزقه مستقبل وتعز تلفض الخونه وعملاء ال سعود,1.0,Racism,
اسود غبي,1.0,Racism,
والعرب كالعاده حياه لمن تنادي حفنه صهاينه لصوص مجرمون جبناء نكلوا 350 مليون عربي للتذكير كيد الصهاينه ضعيف,1.0,Racism,
كول هوا وعمال بلوك هاي الحركات بتمرق علينا اذا انت غبي بدك تستغبي العالم,1.0,not racism,
ماحد درا عنكم ياصعاليك تميم نهايتكم مشردين دول العالم والبغدادي حقود تارك عدو وطنه اللدود ويتهجم السعوديه ونضامها,1.0,Racism,
تامر المفسدين وتاجرو باسم سيعرف العالم بانهم عملاء متصهينين,1.0,Racism,
ومتي التزمتم بيثاق شرف مهني الستم تكذبون الف مره اليوم وخاصه حول العدوان البربري اليمن انتم فاقدين للمصداقيه تماما مصداقيه مهنيه,1.0,Racism,
سخيفه ومنحطه عملاء اسراءيل الهم حق يحكوا كوني وطنيه ولبنانيه بالاول وارجعي تفلسفي,1.0,Racism,
خلي حكام العرب تشوف فعلا اسال ساقط ساقط يقولك زلمه,1.0,not racism,
ههههههههههههه الله يلعن ابوك عهالخلفه العمي اسالك واجلطك وكمخ وزنخ وسميك ومقرف تجيك جلطه بنص لسان,1.0,not racism,
غلطو فالسميه فالحاله المدنيه داروك كريم صدقتي راسك ذكر اش راجل خاصك العصا زايدا لمك الهم مسكينه انوضي تكعدي عاوني امك الزمان الله يهديك,1.0,Racism,
روحي انضبي بلي تسترك ستر شو وقحه منحطه تفه,1.0,not racism,
يابنت لجنوب انت اول وحده اسراءيل وضد المقاومه فهمتك مفصومه ايمتي شرف والوطنيه لدبو عليكي فجاه شفت احقر منك,1.0,Racism,
