,text,label
62,صدقتي ديما للاسف اللبنانيين اصبحوا اليوم اكثر تخلفا وعنصريه,Racism
63,تحقيق لاهم ولا يحزنون عباس دحلان اسراءيل الاطرافه الثلاثه سممت الشهيد ياسر عرفات,not racism
64,حرام كانوا يتنمروا عليها بس لانها طويله وهبيله شوي وبتقولها بكل تاثر وانفعاليه,Racism
65,كلاب لبنان احقر من اليهود لاشرف ولامرءه ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجءه هاءمه عرسال ورديتم الجميل بالرصاص عبيد من المجوس والترك,Racism
66,لماذا تخجل او لا تستعمل التقيه جنسيتك انتماءك لايران انت لست ايراني لان لغتك العربيه ركيكه تعليقك,Racism
67,سياخذ الله سبحانه تعالي حق الطفل السعوديه دول الخليج غررت بالشعب السوري باعته كل الوهمه رفضت استقبال لاجء سوري اراضيها او علاج جريح مستشفياتها,not racism
68,المغرب ملكها واحد خاين بالوراثه وهو كلب زي والده وجده,Racism
69,السيسي وعباس كبار الصهاينه وكبار حكام العرب وعملاء اسراءيل,Racism
70,حكم على جنرالات عسكر فرنسا بالجزاءر اكبر حليف لنظام الصهاينه المجرم بسوريه وصنعتهم فرنسا,Racism
71,والتغير هو مستجد ومتغير نفهم النفاق بلغهه ءال سعود معهم يستضفون مجرم امثال بن علي وشفيق,Racism
72,قمه الذله والهوان يطلبه كافر يحميه كافر,Racism
73,القبيحه اشترت من قطر جاءزه نوبل والان قطر تتسكع تركيا,not racism
74,والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم عندما كانوا يستضفون مجرم امثال بن علي وشفيق,Racism
75,تحقيق لاهم يحزنون عباس دحلان اسراءيل الاطراف الفلسطينية الثلاثه سممت الرئيس الشهيد ياسر عرفات,not racism
76,اننا نعد الغرب بمسيره طويله لن تنتهي الا بتدمير اقتصاده جزاء وفاقا تعجرفهم سفاهتهم لمحاولاتهم الخبيثه انقاذ النصيري المجرم بشار انيابنا سيكونون ان شاء الله انيابنا,Racism
77,اولا هذا قرارك وليس قرار كل الشعب السوداني ولست شرعي ولتشترك بالحرب عملاء امريكا اليمنيين,not racism
78,اولا قرارك وليس قرار الشعب السوداني السوداني السوداني ولست شرعي ولتشترك بالحرب عملاء امريكا اليمنيين,not racism
79,المعيب جدا ان يستخف الحكام بعقليه المواطن العربي السني وتغيير الحقاءق والهروب من المواجهه وهذا يدل ان الامه ضعف جانب حكامها وعدم استطاعتهم تشخيص الحاله يمر المسلمون الاسف,not racism
80,ليه ما بتحكي عن الزعرنات اللي صارت مبارح منحازه ومنك موضوعيه واعلاميه فاشله,not racism
81,انتحر بعمر ال ٣ ال ٤٢ وليس ال ٨٧ سهوا متن الخبر,not racism
82,تركي العونيه جماعه من حزب الله المخدرات يعوا كلاب جربانه,Racism
83,ام في ايه نص لسان حماره بلدي,not racism
84,ولك انت يا ابو دب العالم سكوت,not racism
85,مرسي رءيس غير منتخب ولا حتي طرف منقلبين,not racism
86,الصوره اعلاه وبدعم دول مجلس الخليج يترعرع سرطان الامه,not racism
87,استحي صعلوك قليل شرف انصحك تتعلم اللغه العربيه وتترك العبريه فقط لتحسن من فهمك غبي,Racism
88,ساعه الجنرال السيسي اوميغا دي تباع 137 حبه رز في مزاد اقيم حي خان الخليلي بينما بلغت نسبه الاقبال المزاد 21 7,not racism
89,ضيفك العربي يبدو انه ضعيف جدا وله اضافه يبدو لي انه بعيد جدا كلمه اسلام كلمه السوريون اللاجءون بقاع العالم فكره يصب مصلحه العرب المسلمون,not racism
90,كسم مصر قطر حفتر هيشرمكم فعلا لم اقل انتكون لقمه ياشواذ نهياتكم قريبا,Racism
91,انا كنت شايف وقتها انه جلاله سيدنا ممكن يدعشن حاله وميحكيش انه الجندي الامريكي مستفز,not racism
92,الازدراء تافوز الثور يقول شخصا يفعل شيئا مهينا لك فانت مجنون,not racism
93,وانت ياحمار لازم كمان انك تعرف انت ومعلمك علي الهبيله انو صرمايت لصغير بيت الحريري ابتسوي رقبتكون افهمت برجع بعيد سدو لنيعك ياحقير,not racism
94,الاهمال الحوثي مرتزقه الاعلام السعودي وقوافل الاعانات من السعوديه والامارات مدار الساعه اعمي بصيرتكم الحقد السعوديه والامارات تقولوا الحقيقه,Racism
95,ستريب على تصويتهم الاعوج ولن سيقودون الاسد الصهيونيللمحاكم الجنايات الدوليه سيدينونه ولان حاميحدود الصهاينه والثوره ستقوده للمحاكمه ورغم مجلس الامن الاستعماري,not racism
96,انت انت وان كنت عمامه ترتدي فما انت الا الا لزعيمك السياسي تعبدي فما انت الا حقير يطعمه الزعيم الفاسدي,not racism
97,تعتقد دائما بان اهل السنه يحتكرون المعاناه العالميه فانت مختل عقليا واناني بامتياز,Racism
98,وطلبه اللجوء اللجوء السياسي فرنسا والمانيا ولم لا يطلبه السعوديه لانه يعلم ان الكافر ارحم المنافق وخاصه اذا المنافق الاعراب,Racism
99,دوله فالعاده السريه شعب دوله ف ديال الكبت التكفات,Racism
100,زلمه كميه القرف باخبار جبهه الخرا وفتح الشوءسمو بيقرفوا حسو حالهم اديش حمير وعرب ومتخلفين القرون الوسطيه وانو خربو عحالهم وعغيرهم,Racism
101,السعوديه اطهر من تراب ارض واحقر شعب,Racism
102,روح وجهي ، ولاك وهابي نجس ، يلا حقك بلوك تفه,not racism
103,صحيح يا نعال انتم يولي الله عليكم دحلان الزفت الي عزمي قذاره,not racism
104,وقال نتنياهو يذكر بالاسم دوله مثل ( اسراءيل اتصال دول عربيه بشان ايران العربان,Racism
105,شعوبكم مرتزقه يحل المال تركضون وراءه على حساب شرفكم,Racism
106,السعوديه اطهر من ارض وشعب واحقر شعب,Racism
107,دوله عربيه تعلن بناء اكبر معبد هندوسي راحه الهنود بينما عربا ومسلمين لا ترضي تستقبل منهم لاجيء فعلا اسلام اخر الزمان,Racism
108,والله في السعوديه عندما تخزن تتشبت بالقشه خوفا الغرق وعندما تغرق تكون اهميه وبالتالي يسال عنها احد,not racism
109,لماذا تخجل او تستعمل التقيه جنسيتك انتماءك لايران انت لست ايراني لان لغتك غير العربيه ركيكه تعليقك,Racism
110,ايراني الاصل عتب اتريدون شاكلته تقبيل يده على راس اسماعيل هنيه مثلا,Racism
111,مبروك السعوديه و اشباه العرب والمسلمين بعوده دوله اليمن الجنوبي,Racism
112,انت بوق ايراني صهيوني مجوسي رخيص الثمن سعرك كلفول السوداني,Racism
113,كلمتين تعقيبا جمله واحدة حرب اهليه وانا هنا اخاطب اخوتي المسلمين فقط اما المرتدين وكفارعربان والصحوات والعلمانيه ووو قول اللفظ الصحيح حرب,Racism
114,الازدراء تافوز : الثور يقول شخصا يفعل مهينا لك فانت مجنون,not racism
115,تقولون حرب الاف قتلوا المملكه العربيه السعودية السعوديه حلفاءه الدواعش النصره انتم سندتم,not racism
116,شوف جالس جنبه ويدعي انه الذي سيحارب الاسد الصهيوني بالقضاء تنظيم تدعمه امريكا وصنع لاجله,not racism
117,الغه العربيه لا تصلح الا لغسل العقول بافكار شيطانيه ارهابيه,Racism
118,بستين جهنم شاء الله الله مابيضل الا كلب علوي ابن متعه,Racism
119,لعنه الله تعالى على روحو الطاهره ناصعه البياض,not racism
120,وبهذا تكون المجر انضمت الي دول الخليج العربي وقامت بغلق الحدود وجوه النساء السوريات والسوريين العذبين الارض,not racism
121,ارحمك عرص خول تميم قنوات قطر الشاذه امثالها خيانه الشعوب العربيه و الاسلاميه الافريقيه و اعلاميون شواذهما هعدم الخونه بامري,Racism
122,ربي معهم مساكين والله مسكين ولديها بقاو فيا حالتهم تبكي اله الله يقول المثل كدا الفقر ان يكونا كفرا الفقر مكانتش هديك البنت غادي تمشي تخدم لحرام راه الضروف صعيبه تخلي الانسان يخرج الطريق ربي يستر ويستره ويستر الجميع احبسو البرطاج راه حرام عليكم وعيب الله تعالي يقول لينا استرو الارض يستركم السماء,not racism
123,رحمه الله ولا ننسى قتله اسيادك البوق الكبير,not racism
124,يومكم جاي روافض قرامطه السنه والشيعه وانتم كلكم العمله كفار فرق بينكم وسياتي عليكم يوم ينتقم الاسلام اله اكير,Racism
125,اكبر متخلف عرفتو هو الدوله اللبنانيه انت هيك عم تحرق دين العيش المشترك انت عنصري ولك اني كنت ايد الرءيس,Racism
126,انت سوري درزي اكيد او مسيحي علوي او خربطلي اخرس ولاك هيك انت وبشارك معك,Racism
127,السيسي يقتل نصف شعبه ، وتري العرب يطبلون ويدعمونه بالميارات,not racism
128,اقسم بالله مسخره الصهاينه يوم يزيدو عدد الاقتحامات للاقصي تقسيمه مكانيا قسموه زمانيا وبدل يشجعو الشباب بالرباط جالسين يعتقلو فيهم ويعذبوهم وبيشغلو العالم هاد الامور حسبنا الله فيهم ونعم الوكيل فيهم بطلنا نعرف مين الصهاينه فعلا,Racism
129,مناسبه اغتياله الصحفي السعودي خاشقجي رحمه الله لايسعني الا ان اقول الله يلعن روحك حافظ روح ابنك بشار روح الي خلفك,not racism
130,ينتظر المنطقه رسم الاستعمار الروسي امريكي خريطتها شيعيه سنية وهم يحسبون انهم يظحكون معهم وتحت حكم عملاء المستعمرين لتلك المهمه,not racism
131,يلعن الله عرضك شو منافق ؟ بيار صوهيوشيوعي,Racism
132,وين كلاب الاثر كلاب محمود ومحمود عباس وماجد فرج يحمو رام الله,not racism
133,فرق ولد يهودي مات جريمه ومشفي اسرائيلي انقصف ومات زلمه جريمه حرب فرق تعفيش في عفرين اكل خري وبراميل متفجره وكيماوي جراءم حرب ضد الانسانيه,Racism
134,انطري السيد ليحكي لك بعدين ما كبي قرفك حيه,not racism
135,اغلب الناس اصبحت تتحدث السيسي وتتناسي السيسي الا دميه يحركها النظام السعودي النظام السعودي الا الحبل يحركه الدميه والحبل تحركه امريكا,Racism
136,سيصدق السوري راسه شامخا سيصبح اذل الاذلاء تهان كرامته بكل البقاع تءخذ حراءره من اربع زوجات ليسترن حالهن المتردي الثوره عندما يتبع التكبير التدمير قطع الرءوس,not racism
137,خنزير شيعي فطس كلب كلاب الشيعه اللي ساند الروافض اسمه خميني عمر كرامي الرافضي,not racism
138,ديما الواطيه شو متعاطيه اليوم بول البعير تقديمه ال سعود معلمينك فلوس ليش ما انت لبنانيه اكيد بلدك مين بيعطيك فلوس اكتر,Racism
139,داكو المضبب هو جامع رايو لاخور باين دوده,Racism
140,عصام ابو درماس اكبر نفاق الحكومه السودانيه العرب مستعبدنهم يقدسون العربي مش اجل الانسانيه والدليل الدليل شعبهم الاصول الافريقيه مهجرنه وطنه تبا والعروبه اعجبني · المزيد ·,Racism
141,اللهم احصهم عددا واقتلهم بددا ولاتغادر منهم احدا اللهم اضرب الكافرين اللهم بالكافرين واخرجنا ايديهم منهم سالمين اننا لنفرح يموت سعودي او حوثي فكلاهم اخوه بالعقيده والدين والاجرام,Racism
142,العونيه كلاب ما بدهن على عظم بيك عمبيعوو الكلاب الجربانه,Racism
143,الفلسطينيين يعلمون اليقين ان دويله قطير تتامر ليل و نهار عليهم وهي يبني المستوطنات وتدعم الفرقه الفلسطينيين وهي تحاول الصاق التهم الغير فليحذر الفلسطينييون مءمرات الدويله الخبيثه وليتركو شتم وسب يدعمهم ويدعم قضيتهم,Racism
144,يوجد عدم تطابق دوله قطر والكتر لا يوجد تطابق دوله قطر والسلاح الابيض اسمه كتر,not racism
145,ال سعود الانجاس كلاب اذلاء حقراء ترامب يظهرون انفسهم بانهم اقوياء افقر الشعوب,Racism
146,الوضع الان نتيجه لظروف انسانيه السعوديه اصابها التوازن والتعقل والنظره الثاقبه وبعد النظر والقرارات المترويه والحازمه والمانعه,not racism
147,وانشا حنا مسلمين كلاب اس هادا اشي كيعلواو في اولادنا الله يخليكم بالخلي,Racism
148,ياعاهره ياجزيره تكلموا عن احتلال قطر,not racism
149,شيت او كول جاد فاك لايف او كول هوا تلحس طيزي,not racism
150,داك الحول مريض تفو بنادم كيفاش كان داير هاد الوجوه معمرني شفتهوم الزنقه او اللهم المشرملين او هادوا,Racism
151,لقد قيل خلت امريكا االخليج خالي فتحاربوا واظهروا للعالم قدره فرقطاتكم,not racism
152,بستين جلدة جهنم شاء الله مابيضل كلب علوي ولا ابن متعه,Racism
153,المصيبه ان الشخص الثاني بعثي بمذاق اخواني قطري يخرب عليك بيتك عفلق الاشكال الي تركتها,Racism
154,والتغير مستجد ومتغير نفهم النفاق بلغه ءال سعود معهم وهم يستضفون كل مجرم امثال بن علي وشفيق,Racism
155,علماء الامه علماء امريكا عبيدها يحضرون الفتاوي الطلبه هءولاء بلاء الامه ان نجاستها تغسل بالماء,Racism
156,النفاق المسيحي لماذا يتعامل المسيحيون والمسلمون بازدواجيه عندما لا يتم انتقاد المسيحيه عكس انتقاد الاسلام,Racism
157,سرطنه عمان نات بجانبها هموم العرب وشءون الامه يبدو انها تنكرت لجيرانها العرب انصح عمان بعدم الابتعاد قضايا الامه العرب واذكر مسءولي البلد بان الذءب ياكل الغنم القاصيه,Racism
158,والعرب كالعاده لا حياه لمن تنادي حفنه صهاينه لصوص مجرمون جبناء نكلوا ب 350 مليون عربي للتذكير كيد الصهاينه ضعيف,Racism
159,رجعت الكلاب الي الجزيره العربية وبدءت تنبح ونتهش ومتي تبدءين التحضير واعلمي ان هذا الشعب اكبر ماتفكرون بني صهيون,Racism
160,حسنا دعني اقولها مره اخري تعال رفاق مجرد قطعه الهراء وهذا يعني انه يجب تعترف بان الاعبين لعبه يعزفون الاتهم بطء عمل الزنجي ينبغي اسمي يعزفون الموسيقي مجرد مجموعه المنبهات وامين الصندوق لكنك تعرف شيء طنان عنهم كلماتهم اغانيهم مجرد شعر سريالي يتم غناءه ضجيج البوب ويبدا الجميع تسميتهم بالعبقريه والحقيقه اغانيهم معني خذ الالبوم الحاءط سبيل المثال تاكد انه كان يحكي قصه المعني الاخلاقي ومعني القصه تخبرني الغرض اغانيهم جعلك تفكر بالطريقه الوحيده التي تجعل الموسيقي بطيءه الون الوردي يمكن يجعلك تداعب اعتقد انه كنت رجمت بالحجاره تماما ربما تكون راكبات ومره اخيره بينك فلويد العنه مص يجب تذوق مءخرتي يجب,Racism
161,الفلسطينيين واللبنانين والشاميين والفلسطينيين لكان انتو لليوم تشربوا بول البعير تاكلون بصحن كبير وتبزقون منو,Racism
162,اللهم اشغل الظالمين بالظالمين وخلصنا امريكا وايران وروسيا وبشار اما الحوثين وصالح فامرهم سهل الخليج يسحقهم سحق,not racism
163,اعلا شي وصلت يا فيصل ان تكون انت لاجء درزي قذر قطر انت,Racism
164,وقتل اكثر 74 سعوديا الحدود في اليوم الاول برصاص القبايل و9 ماتوا باختناق شده الحر وكثافه الغبار,not racism
165,والله اغبي ناس الارض لبناني يقول عن نكايه الناس بالطهاره شخاخ,Racism
166,الحوثي قتل خبر نقله موقع الكتروني سعودي موقع العالم المخترق انقلاب صالح الحوثيين قتل خبر ابتكرته الشرق الاوسط السعوديه,not racism
167,اللهم اني صاءم خويا سعيد وجه المتعه اللي تلقيتها منك التسعينات وانا طفل والله نقول شي حاجه اللي تخصر صيامي وكنثيق ذكاءك بحيث قراته جد كافي والله ليصلك كنت اريد منك قوله تحياتي,not racism
168,ايتها النصرانيه البشعه القبيحه فاقده الانوثه والجمال والاخلاق انتي مصابه بداء جنون العظمه تظنين يفهم الاعلام انتي وتظنين يوجد قناه خنزيرتك تبث وبامكان خنزيرتك هز الدول واستقرارها شو قالولك ان بلدك لبنان مغتصب ايران عبر حزب الله بشعه,Racism
169,يلعن الله قطر وحكامها قطر لان لعنهم لعن اسراءيل,not racism
170,ساءق التاكسي يقل سائق ناش زوجته وطفل فقد التحكم السياره اصول عربيه مصر العربيه,not racism
171,نص اللبنانيي هذا رايي انت يا رمز الغبا ههههههه,Racism
172,الكلاب اللبنانيين يداهمون مخيمات النازحين عرسال : للاجءين السوريين كلاب وستبقون كلاب,Racism
173,يحصل منهم تراخيص العمل بمصر فكيف يكونوا صحافيين هولاء جواسيس اعترفوا الاعتراف سيد الادله نقوله للجزيره فات الميعاد تحيا مصر مصر السيسي رءيس مصر,Racism
174,ملء الشلوح رجعوا عليهم يا زوامل مشي خصنا كرونا خصنا شحجا زايدا,Racism
175,وماذا يعني القصف والعصف في الافق امام السعوديه ارتكاب المجازر بحق المدنيين وازعاج المسلحين وتشريد مواطنيها الجنوب,not racism
176,قمه الذل والهوان يطلبه كافر و يحميه كافر,Racism
177,كلشي كلاب ، وحمير ، الله يكون معانا وصافي,Racism
178,مجلس النواب الريال كذابين امريكا ومرتزقه مستقبل وتعز تلفض الخونه وعملاء ال سعود,Racism
179,والعرب كالعاده حياه لمن تنادي حفنه يهود صهاينه لصوص مجرمون جبناء نكلوا 350ون مليون عربي للتذكير كيد الصهاينه ضعيف,Racism
180,كول هوا وعمال بلوك هاي هاي الحركات بتمرق علينا اذا انت انسان غبي بدك تستغبي العالم,not racism
181,ماحد ما درا عنكم ياصعاليك تميم نهايتكم مشردين دول في العالم والبغدادي حقود تارك عدو وطنه اللدود ويتهجم السعوديه ونضامها,Racism
182,تامر المفسدين وتاجرو باسم الدين سيعرفهم العالم بانهم عملاء متصهينين,Racism
183,ومتي التزمتم بيثاق شرف مهنيه الستم من تكذبون الف مره اليوم وخاصه حول العدوان البربري اليمن انتم فاقدين للمصداقيه تماما مصداقيه مهنيه,Racism
184,سخيفه ومنحطه يا عملاء اسراءيل الهم حق يحكوا كوني وطنيه ولبنانيه قومي بالاول وارجعي تفلسفي,Racism
185,خلي حكام العرب تشوف فعلا اسال ساقط لا يقول ساقط يقولك زلمه,not racism
186,ههههههههههههه الله يلعن ابوك عهالخلفه يا العمي اسالك واجلطك وكمخ وزنخ وسميك ومقرف حتى تجيك جلطه بنص لسان,not racism
187,غلطو فالسميه فالحاله المدنيه داروك كريم صدقتي على راسك ذكر اش راجل خاصك هاد العصا زايدا لمك الهم مسكينه انوضي تكعدي عاوني امك الزمان الله يهديك,Racism
188,روحي روحي انضبي روحي بلي تسترك ستر شو وقحه منحطه تفه,not racism
189,يابنت لجنوب انت اول وحده اسراءيل وضد المقاومه فهمتك مفصومه يا ايمتي شرفه والوطنيه لدبو عليكي فجاه شفت احقر منك,Racism
