text,Majority_Label,label,id
يعني تقصد كالامارات دوله بلا دين واغلبيه سكانها مقيمين‏ ‏‏ لهذا البوذي الوثني السيخي البقري والمسلم يعيشون,1.0,Racism,
واءاب وهاب وجريده الاخبار وصرمايه عماد عثمان بتمكم فاسدين منافقين انت ونظام وايرانك اجره عثمان,1.0,Racism,
ابشروا بالهزاءم حكام الخليج عملاء الصهيونيه كلاب اسراءيل فقد حان حز رءوسكم ابناء الطلقاء يدافع الحمير فهو جحش يستحق الضرب دبره البهاءم,1.0,Racism,
مساكين اخبار الخنزيره ماعندكم ناشطات قطر ياخذون شهادات فخريه,1.0,not racism,
انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,1.0,Racism,
تدخل ميزانيات شعوبناالعربيهالمحكومهمن عملاء يافواز,1.0,not racism,
ملء الشلوح رجعوا زوامل مشي خصنا كرونا خصنا شحجا زايدا,1.0,Racism,
هبله انتي شو,1.0,not racism,
وانت شو تعتبر حالك وانت موالي لهذا الحرباء جن بلاط ههههه,1.0,Racism,
زين ملفك تختلف عنه بالصفه فقط فهو اامير وانت مرتزق وكلاكما كشهاب الدين واخيه,1.0,Racism,
داك المضبب جامع رايو لاخور باين دوده,1.0,Racism,
كول هوا يارعي البقر,1.0,not racism,
حاجي تحريض ام نص لسان,1.0,not racism,
عندما يسقط النظام الهاشمي تسقط دويله اسراءيل,1.0,Racism,
انت اخرتك دربكات,1.0,not racism,
مال هادي كتسحاب راسها مريكانيه كيبين رباوها واليديها,1.0,Racism,
شكلك موظفه بارات الدوحه او قواده لان مستعربين الشمال وخصوصا اللبنانيين مايملكون هالمواهب,1.0,Racism,
المقاومه الشعبيه قال الخونه العملاء يدعون مقاومه,1.0,not racism,
500 كافر مجوسي عميل لايران قتلو ايدي المجاهدين الي جهنم وبءس المصير ياعملاء الفرس بعون الله تعالي يبادون يدعم الفرس المجوس,1.0,not racism,12597.0
قناه المنار صدق تحدثت السيطره جرود عسال الورد تتحدثون سيطره النظام عليها وهي البلده وليست الجرود,1.0,not racism,12880.0
لماذا يتم انشاء احزاب نازيه اخري صهيونيه بالجزاءر سيسمح للارهابيين بانشاء احزاب,1.0,not racism,
للاسف ياقناه الجزيره اصبحتم بعيديين الحياديه تقاريركم الاخباريه وتابعين لعده دول اذكرها لانكم تنشروا تعليقي,1.0,not racism,
مسرحيه جاءوا ليقاتلو صنعو جاءوا ليسلمو اسلحتهم ليهاجمو السعوديه لايران,1.0,not racism,
داك المضبب جامع رايو لاخور باين دوده,1.0,Racism,
لازم يعرضوك انت طبيب بيطري مختص بالامراض النفسيه,1.0,not racism,
العرب يتقنون التخريب العرب جرب,1.0,Racism,
يبايع امير المءمنين فهو كافر دمه مهدور,1.0,Racism,
علماء الامه علماء امريكا عبيدها يحضرون الفتاوي الطلب هءولاء بلاء الامه نجاستها تغسل بالماء,1.0,Racism,
جبران باسيل كذاب منافق عبد للدينار والدرهم,1.0,not racism,555.0
ام نص لسان ابكي بترتاحي,1.0,not racism,
اللهم اني صاءم خويا سعيد وجه المتعه اللي تلقيتها منك التسعينات وانا طفل والله نقول شي حاجه اللي تخصر صيامي وكنثيق ذكاءك بحيث قراته جد كافي ليصلك كنت اريد قوله تحياتي,1.0,not racism,13402.0
وقال نتنياهو يذكر بالاسم دوله اسراءيل اتصال دول عربيه بشان ايران مبروک لکم یا ایها العربان,1.0,Racism,
حلف البهاءم وجواسيس الترك وجميع المرتزقه كلاب المال انبح بالدور,1.0,Racism,
سياسه امريكا عصور حكامها السابقين كانو ياكلون طاوله وهذا عنده مايخفيه يقولها علانيتا انه وشعبه لايحبون العرق الابيض البريطاني الاصل يحبون باقي الشعوب وترامب يءمن بشيء انه فاءده العرب سوا اموالهم وقالها صريح واعجبني قوله اللهم صلطه اهل الخليج كافه بدون استثناء الانهم بغو الارض واكثرو الفساد واستعبدو الناس فامثلا السعوديه تستعبد ابناء شعبها الشومريه تعطيهم جوزات سفر ولايحق الزواج الناس وتقصيهم حقوقهم المدنيه الكويت نصفها شواد عمان وكذالك والله الفساد الموجود بالخليج الغرب مثله يحبون اخوانهم العرب وخير دليل يساعدون الشعوب العربيه ويكنزون اموالهم البنوك الاجنبيه الا لعنت الظالمين الدين يسعون الارض فسادا,1.0,Racism,
‏‎‎لا ال سعود وال زايد والوهابيه والصهاينه كلاب امريكا تستعجل قمه الرياض واضحه وشوف منو كلب امريكا,1.0,Racism,
اسود غبي,1.0,Racism,
الامه بحاجه لمشروع سني جامع تسال القطط السمينه مش كده عمي الحج,1.0,not racism,
يسعون لتشويه الحوثيين ليتم استباحتهم السنه والحوثيون ابناء الثوره وليس ابناءايران اليهوذيه,1.0,Racism,
اي اعلام تقصد اعلامك كاعلامكم او اعلام الجزيره او ال سي ان ان فعلا انتم اكثر البشر كذبا علي وجه الارض,1.0,not racism,
فلما تذهبون انتم وقاده حماس لتطعنون جنود الاحتلال الاسراءيليون,1.0,not racism,
انتم تصدرون بترول العرب وامواله لليهوذ وتتكلم وتنتقذ تركيا اما اليهوذي يدعي المقاومه يحير,1.0,Racism,
عادي المشكله يقتحموه يهجروا الفلسطينين براحتهم يكون مفكرين العرب سيرمون اسراءيل يوما بزبيبه العرب فقط قادرين عاصفه جزم العرب,1.0,not racism,
كول هوا صرمايه السيد تاج راسك وراس رءساء العرب الانذال المتخاذلين ولك السيد انت كنت,1.0,Racism,
قرينه جديده عماله الملاحده المرتدين للغرب ولصهاينه غرر فاسراءيل الكبري المخطط تجاور حق الجار جاره مناصرته,1.0,Racism,
لماذا رشاد والاسلاميين اغبياء اغبياء حقيقيون اسمع,1.0,Racism,
بايخ وسخيف,1.0,not racism,648.0
الحروب يدعي انها تشن باصفهان او بطهران بقم اصبحت الدول العربيه وشعوبها ملك ال فارس فضمها محافظات لامبراطوريه فارس فعلا اوقح واوسخ واحقر الفرس,1.0,Racism,
العرب جرب,1.0,Racism,
الكلب المتلك بيحب يحس حالو ضيع للاسف انت كلب بشار وحسن حارس رقم,1.0,Racism,
ام نص لسان ابكي بترتاحي,1.0,not racism,
ارحل ياسيسي مليونيه30يونيو الشعب السوداني بيسطر اكبر ملحمه التاريخ يارب النصر لهذا الشعب لانه اخد بالاسباب وعرف الع كر مفيش وراهم الخراب ثوره 30,1.0,not racism,
حكم جنرالات عسكر فرنسا بالجزاءر اكبر حليف لنظام الصهاينه بسوريه وصنعتهم فرنسا,1.0,Racism,
فلما تذهبون انتم وقاده حماس لتطعنون جنود الاحتلال الاسراءيليون,1.0,not racism,
جراءم ومجاز عملاء ايران الدول العربيه حقد طاءفي وصفوي دفين ضد عربي مسلم,1.0,not racism,
الاعرابي التكفيري يظن انه يختار الديانه لغيره الكورد يءمنون بحريه الاديان اما انتم الاعراب فقد شوهتهم الاسلام,1.0,Racism,
اغلب الامراء يعرفون يقولون يعرفون شيء دينهم زنادقه وطراطير تربوا ملاهي ومراقص اوروبا,1.0,Racism,
كانا المسكنين يتعلمون يقتلون النساء الاطفال حت يبغثهما الموت يقتلا امرءه طفلا حال شهداء سيدخلهم علماء ال سعود الي الجنه,1.0,not racism,
ءوبه كلاب خربوها وقعدوا تلتها,1.0,Racism,
وحده بهيمه بلا فهم,1.0,not racism,
طيب بيعنا سكوتك او بمعني اخر كول هوا,1.0,not racism,
اسود منك كلامك وقلبك وشكلك شفت تحكي القتل صاحب الوجه البشع وبشارك قتل الملايين الشعب,1.0,Racism,
ياجزيره العنوان غلط امريكا طرف الحرب العنوان كانها محايده ال سعود لديهم المقدره للقيام بالحرب الدعم الامريكي,1.0,Racism,
الله يلعن الاخوان المسلمين بلي بذرهم للمره الالف التوالي اناشد رءيس كوريا الشماليه المحترم كيم,1.0,Racism,
اكيد الجواب اسالكم موجود اروقه الخنزيره لانكم الاقرب الاسراءليين اي احد العالم ارجوا عدم الاستعباط,1.0,Racism,
شوف تیفی راہ واشفناھم فالاول ھاد الضحيه دیالكم عاھره شوفي بقا تقولي بحال ای مرا وراجلھا نخرج لیك تیلفون عرفتي نتي عاھره ھاد تصاور كيتسماو اغراء لواحد مزوج قاتلك مرتو باش كين شی بنت دارھم كتصور ھكا وسيري راہ مرتو عندھا الصح بینا بلا نتي عاھره كيدخل كیلقا مرتو لابسه بيجامه وبینوار ونتی داربا دوبیاس ھدا راہ اغراء شتی ھدا فساد وثبتیہ علي راسك واش معندكمش رجال فداركم,1.0,not racism,
كلاب الامارات بدهم حرق الله يلعنهم,1.0,Racism,
حول قوه الا بالله الله اولاد الاوروبين اصبحو مربين بوزبال اوروبا اشاهد الاجانب لديهم وشوم اكتر الاوربيين,1.0,Racism,
كذاب ومنافق الريال القطري القذر وصل لحسابك,1.0,Racism,
اجانب كلاب وضيعين مايتكلمون الا تاج راسهم السعوديه,1.0,Racism,
الم يصلك خبر الاصلاحيين طالبوا ببعض الحقوق تم اغتصابهم السجون وسلط عليهم اقسي انواع العذاب انك تعيش كوكب اخر,1.0,not racism,
يبدو ان الحوثيين بصدد الانتقام لضلم دام 40 سنه مس الشعوب الخليج الي الاطلسي,1.0,not racism,
اتي الروس الي الشام لقتال جبهه النصره والشعب السوري والمسلمين اسم حرب مقدسه اين المسلمين روسيا ليردوا عليهم يليق,1.0,not racism,
يلعن روحهم كلهم الاسبوع الجاي ان شاء الله,1.0,not racism,
اكبر متخلف عرفتو الدوله اللبنانيه انت هيك عم تحرق دين العيش المشترك عنصري ولك اني كنت ايد الرءيس,1.0,Racism,
خبرونا كلاب تبع قافله ام بيعووا بالعربي او الفرنسي,1.0,Racism,
السيد زيدان خولف لماذا تعود بلدك مادامت فرنسا بهذا السوء انك تاكل النعمه تسب المله انشر الراي والراي الاخر,1.0,Racism,
الم يكن اجدر بالكاتب السعودي ان يهتم بحال اشباه العبيد البشر السعوديه,1.0,Racism,
بالوراثه اليهوذ,1.0,Racism,
الكاتب يبدو ان لديه عقده اسمها ايران لقد صدع رءوسنا والتي يريد ان يبرر فشل السياسات العربيه بنظريه المءامره الايرانيه يخترعها عقله الطاءفي,1.0,not racism,
هدا مرض نفسي لدينا ابناء واصبحنا نخاف اللهم الطف يارب هدا الزمان نري العجب,1.0,not racism,
روسيه ودشاديشها يعني روسيه جيش ايران اوامرها دشاديشها وطبابيلها الشبيحه ومرتزقه البراميل يصفقون الدب الروسي فهمت اشرح مره ثانيه,1.0,Racism,
ءوبه كلاب خربوها وقعدوا تلتها,1.0,Racism,
اترك بلدنا نريدكم ايها العرب,1.0,Racism,
سعنا القول اننا نحارب ضد العروبه الملعونه وفي النهايه تعودنا الاسوا وهناك ينتهي المطاف بالادعاء وحتي يتعجب حالته المزريه ضربه كبيره ماشالا ولديك المنافقين الكبار المهووسين الزاءفين معظمهم قابيل منعوا انفسهم تعليم اطفالهم باللغه العربيه الجنرالات المسءولين البلد الفيشو تعال لديك الاخلاق لتقول ou توقف صغير الخاص الدعايه العربيه زالت لغه جميله الجيد معرفه اللغات رد فعلك عنصريه اللغه العربيه مسءوله شيء وانا انجح والافضل انه بشكل ملموس عمل عنصري ضد اللغه العربيه يزال الحمقي والجنرالات والوزراء وكل الحمقي يسنون قوانين التعريب ويعفو عنهم ابناءهم ابتداء اويحيي يتجمعون السجن ويحسن الامر بمجرد انهي مهمته التعاونيه السيلاتيكيه اسمي ينا نعرفه pov con سيقول ساركوزي حسنا اوقع واصر اللغه العربيه خطر مثبت يتم التحقق ازعاجه انحاء العالم اعرف دوله عربيه واحده لغه عربيه جيد مكان كارثه لان اللغه مجرد لغه المطلق انها تنقل ثقافه قيم الخارج ثقافه العالم العربي قيمه بلا جدال ودليل يدعم مقابل القيم العالميه للتقدم والحريه والتسامح والمساواه وغيرها فقط تابع اخبار العالم قالها عربي مسلم شتاته ومشاكل التكيف الالفيه الثالثه,1.0,Racism,
اش هاد الخرا اش هاد القيح,1.0,not racism,13511.0
السبب الرءيسي الحكام العرب الخونه,1.0,not racism,
السيد زيدان خولف لماذا تعود بلدك مادامت فرنسا بهذا السوء انك تاكل النعمه تسب المله انشر الراي والراي الاخر,1.0,Racism,
انشالله بضلوا بعسنكو اسود الدوله,1.0,Racism,
شكلك موظفه بارات الدوحه او قواده لان مستعربين الشمال وخصوصا اللبنانيين مايملكون هالمواهب,1.0,Racism,
كول هوا مامنشتغل كلبك بشار,1.0,not racism,
‏‎السءال الغاءب قناتكم الاغلبيه المحللين المتابعين لاسراءيل المحتله لفلسطين الحق تصدير الغاز الدي غاز فلسطيني سرقته اسراءيل وبهدا الترويج كانه اعتراف منكم الغرب بانه لفلسطين حق,1.0,not racism,
كيتا يازنجي ياحمار تفوو,1.0,Racism,
السعوديه والامارات الصهاينه موللوه اخطاو الحساب وليس حفتر المرتتزق,1.0,Racism,
زين ملفك تختلف عنه بالصفه فقط فهو اامير وانت مرتزق وكلاكما كشهاب الدين واخيه,1.0,Racism,
كلاب حركه امل فلتانين السوريين,1.0,Racism,
لالالا فقط كلاب التيار العوني وخنازير سعدان زغرتا الكلبه الافرنجيه,1.0,Racism,
قتل امرا غابه جريمه تغتفر وقتل شعب كامل مساله نظر,1.0,not racism,
هول تاج راسك وسخه,1.0,not racism,
لماذا يتم التنسيق شوقي هايل والحوثي وانصار عفاش ويخرجوا بحل سلمي يرضي الجميع ويجنب تعز ويلات الحرب لماااااااااذا يااهل تعز لماذا وقعتم عاذه الدوامه كذبت عليكم عمتكم السعوطيه,1.0,Racism,
انتم تقولون ان الله الخالق لان يجب ان يكون خالق للاشياء اذا الخالق وجدنفسه,1.0,not racism,
جبران باسيل كذاب منافق عبد للدينار والدرهم,1.0,not racism,555.0
كلب اسود مختلف,1.0,Racism,
السيسي بطل قومي انقذ مصر جهل وغباء وخيانه الاخوان السيسي بيعمل الاتجاهات الخارجيه والداخليه لاعاده مصر لدورها الاقليمي والدولي السيسي بيسعي بمشاريع اقتصاديه وتنمويه كبيره,1.0,not racism,
هول تاج راسك وسخه,1.0,not racism,
ساعه الجنرال السيسي اوميغا تباع 137 حبه رز مزاد اقيم حي خان الخليلي بينما بلغت نسبه الاقبال المزاد 21 7,1.0,not racism,
ويل لقاضي الارض قاضي السماء شعب مصر سيقبل ويصمت يحكمه عصابه مجرمه تابي تكون محط سخريه واشمءزاز عقل الشعب يستحق مايعده عملاء الصهاينه اذلال,1.0,Racism,
اكيد رح يقبر قلبك,1.0,not racism,
ههه مفهمش كيفاش الشعب شوف تيفي كيدافعو وحده نعست بلا عقد زواج بلا عرس كيهينو الزوجه الوحيده مضلومه فهاد القصه واش وليتو كتحللو الحرام تحرمو الحلال هد ليلي مجرد بنت فاسده خاءن زاني زوجتو هديك الطفله الصغيره بريءن,1.0,not racism,
روق خروق اجرم القوات خلق الله ومرجوعكن لصرمايتنا ولاك خنزير الله يلعنكم كلاب السعوديه,1.0,Racism,
بايخ وسخيف,1.0,not racism,648.0
انت سوري درزي اكيد او علوي او خربطلي اخرس ولاك انت وبشارك معك,1.0,Racism,
روق خروق اجرم القوات خلق الله ومرجوعكن لصرمايتنا ولاك خنزير الله يلعنكم كلاب السعوديه,1.0,Racism,
انت اخرتك دربكات,1.0,not racism,
ان المجرم ابن انيسه نكره شاطر اهل السنه غبي,1.0,not racism,
انو غريب يوجعك راسك القواتجيه عاده بيكونو بلا راس,1.0,Racism,
لاحول لاقوه الا بالله الله تقبله الشهداء اهل مصر عليكم بالاخوان اخواتهم فهم اساس فساد تخلف الدين بريء منهم الي يوم الدين,1.0,Racism,
‏‎‎لا ال سعود وال زايد والوهابيه والصهاينه كلاب امريكا تستعجل قمه الرياض واضحه وشوف منو كلب امريكا,1.0,Racism,
الغه العربيه تصلح لغسل العقول بافكار شيطانيه ارهابيه,1.0,Racism,
الم يصلك خبر الاصلاحيين طالبوا ببعض الحقوق تم اغتصابهم السجون وسلط عليهم اقسي انواع العذاب انك تعيش كوكب اخر,1.0,not racism,
شكلك موظفه بارات الدوحه او قواده لان مستعربين الشمال وخصوصا اللبنانيين مايملكون هالمواهب,1.0,Racism,
اخت قطر وخنزير قطر وكل مين بيشد ايد خنازير قطر,1.0,Racism,
فكيف يكون مصلحه الولايات المتحده اسراءيل السعوديه اخر كلمات التقرير توضح التحالف الخفي العلني السعوديه اسراءيل المحافظين الجدد الامريكيين او يسمي بالثالوث الشيطاني,1.0,Racism,
يبايع امير المءمنين فهو كافر دمه مهدور,1.0,Racism,
استحي صعلوك قليل شرف انصحك تتعلم اللغه العربيه وتترك العبريه لتحسن فهمك غبي,1.0,Racism,
الاعراب اشد كفرا ونفاقا الله يمن الايمان والحكمه,1.0,Racism,
كول هوا صرمايه السيد تاج راسك وراس رءساء العرب الانذال المتخاذلين ولك السيد انت كنت,1.0,Racism,
اسمع ياصحافي نيك يماك ناكت صليبي اكيد وجابتك مملوء حقد المسلمين نيك امك الامه منيوكه زمان الصليب واليهود والطواغيت وبمساعده امثالكم تفوه عليكم يازباله,1.0,Racism,
انت حمار ياض,1.0,not racism,
تلحس طيزي انت ملكك اللوطي انت خلص الحوثي بعدين تعال حكي,1.0,Racism,
الحروب يدعي انها تشن باصفهان او بطهران بقم اصبحت الدول العربيه وشعوبها ملك ال فارس فضمها محافظات لامبراطوريه فارس فعلا اوقح واوسخ واحقر الفرس,1.0,Racism,
النفاق المسيحي لماذا يتعامل المسيحيون بازدواجيه عندما يتم انتقاد المسيحيه عكس انتقاد الاسلام,1.0,Racism,
صرمايه عثمان براسك وبراس يلي خلفوك وانت يجب ان تكون السجن منافق وضيع ولن نسكت عنك ان تك,1.0,not racism,
طيب بيعنا سكوتك او بمعني اخر كول هوا,1.0,not racism,
اكيد الجواب اسالكم موجود اروقه الخنزيره لانكم الاقرب الاسراءليين اي احد العالم ارجوا عدم الاستعباط,1.0,Racism,
جيش مصر خير رقاصات الارض,1.0,Racism,
انشالله بضلوا بعسنكو اسود الدوله,1.0,Racism,
السعوديه والامارات الصهاينه موللوه اخطاو الحساب وليس حفتر المرتتزق,1.0,Racism,
قتل امرا غابه جريمه تغتفر وقتل شعب كامل مساله نظر,1.0,not racism,
الخارج الامه والدسيس الاسلام علماء السلاطين بتسمياتهم المتعدده هيءه كبار مهرجين الي كباريه الازهر,1.0,not racism,
خلي حكام العرب تشوف فعلا اسال ساقط ساقط يقولك زلمه,1.0,not racism,
يبدو ان خنازير الروس يستوعبوا درس جند الله افغانستان فها يعيدون الكره وسيخزيهم الله جديد القادر,1.0,Racism,
كول هوا شقفه عميل كلب وواطي وحقك فرنكين بسوق الغلا نسيت كنت تنام بالقرداحه ناطر بالدور,1.0,not racism,
العما بقلبك قديش بتحب بلبهدله وءام وهاب انت حقير وكلب وشرشوح وانت قمه الزباله حقير حقير حقير,1.0,not racism,
ستري تصويتهم الاعوج ولن سيقودون الاسد الصهيونيللمحاكم الجنايات الدوليه سيدينونه ولان حاميحدود الصهاينه والثوره ستقوده للمحاكمه ورغم مجلس الامن الاستعماري,1.0,not racism,
جبران باسيل كذاب منافق عبد للدينار والدرهم,1.0,not racism,555.0
مناسبه اغتيال الصحفي السعودي خاشقجي رحمه الله لايسعني الا ان اقول يلعن روحك حافظ روح ابنك بشار روح الي خلفك,1.0,not racism,
الدوله الاسلاميه نصرها الله نصر الي نصر عالم الواقع والمطبلين والمهللين لامريكا فرحون باوهامهم هههه,1.0,not racism,
تنتحل صفه ابن هاشم ابن هاشم تبينه عماد وهاشم تبينه احد فروع حجام العرب وحجام العرب غالبيتهم اهل السنه والجماعه فيا عماد كف الانتحال,1.0,not racism,
انت شخص تافه لدرجه واطيه جدا بحطك علي مستوا صرصور قطوش,1.0,not racism,
وانت شو تعتبر حالك وانت موالي لهذا الحرباء جن بلاط ههههه,1.0,Racism,
ال سعود الانجاس اذلاء حقراء ترامب يظهرون انفسهم اقوياء افقر الشعوب,1.0,Racism,
الشياطين الحقيقيين مشيرات ولواءات وكل قاده مايسمي الجيش والجيش كله استثناء الشياطين الجيش المصري شياطين ابناءشياطين سلاله الشياطين,1.0,not racism,
ام نص لسان عم تحكي,1.0,not racism,
المالكي كلب وماتخفي صدوركم اكبر,1.0,not racism,
لماذا يتم التنسيق شوقي هايل والحوثي وانصار عفاش ويخرجوا بحل سلمي يرضي الجميع ويجنب تعز ويلات الحرب لماااااااااذا يااهل تعز لماذا وقعتم عاذه الدوامه كذبت عليكم عمتكم السعوطيه,1.0,Racism,
‏‎‎لا ال سعود وال زايد والوهابيه والصهاينه كلاب امريكا تستعجل قمه الرياض واضحه وشوف منو كلب امريكا,1.0,Racism,
طهر نيعك عميل مفتن صغير جوت امير قطر بنيعك ملاحظه جوت بالقطري يعني صرمايه,1.0,not racism,
الله ينتقم الامريكي اللعين قدر الله ان يظرب مسءولي الامريكان بالحذاء,1.0,Racism,
ساءق التاكسي يقل ناش زوجته فقد التحكم السياره اصول عربيه مصر العربيه,1.0,not racism,
الامارات مصر لكنا اليوم بالشرق الاوسط نمجد بمكتب الارشاد الاخواني ونطبل ونضع صور سليم الاول ولولا السعوديه ووقوفها بوجه ايران لكان حالنا مجرد شعوب درجه سابعه تابعين للفرس لذلك يكره المثلث العربي بقياده المحمدين والسيسي مجرد حذاء مستخدم اعجميا وحزبيا,1.0,Racism,
قتل امرا غابه جريمه تغتفر وقتل شعب كامل مساله نظر,1.0,not racism,
كانا المسكنين يتعلمون يقتلون النساء الاطفال حت يبغثهما الموت يقتلا امرءه طفلا حال شهداء سيدخلهم علماء ال سعود الي الجنه,1.0,not racism,
رحمه الله قتله اسيادك البوق الكبير,1.0,not racism,
العسوديه هدفها استعماري اضعاف اليمن السيطره بحر العرب ولكنها بهذا العمل تزيد عدد الدول تعاديها وتءجج نار الفتنه,1.0,not racism,
اما يكن عميل لاعتقلوه تسمي جنوب افريقيا اي استعمار الانجليزوامريكا خايف يتوجون الاسدالصهيوني والسيسي بتاج,1.0,Racism,
لايام جايه راسكن بلارض يكون عملاء ايران,1.0,Racism,
كنتي بنت ناس مكنتيش تصيفطي ليه دوك تصاور عريانه مصوره بديك طريقه بحال شي محترفه دعاره او كتقولي راجلي باش راجلك فاتحه واش حنا باقين زمن لفاتحه نوظي احبيبه جمعي راسك قالك ظحك نتوما كظحكو روسكم او تعطيو فرصه لشمايت يلعبو عليكم تستاهلي كاع فيك الي بغا يظامن خاصو يظامن بصح محتاج تظامون ماشي بحالك يديرها ايديهم او يجيو يشكيو,1.0,not racism,
شيت او جاد فاك لايف كول هوا تلحس طيزي,1.0,not racism,
فينيقيين ولسنا العرب اعوذ بالله اصول العرب ههه العرب جرب,1.0,Racism,
وهذي تقدرون الخونه المرتزقه والحمير المستاجره تطلعون تقرير عنها,1.0,Racism,
يدور قطري مايدري ان امير قطر سلم قطر للتركي الفاسق يعني خليك مشرد,1.0,Racism,
العرب جرب,1.0,Racism,
القلاقل والمذابح قامت ايران وحلفاءها المعتقد الصفوي بتنفيذها لبنان ذبح الفلسطينيين ايدي حركه امل والعراق حرب الخميني وبقيه بلاد المسلمين بدات تعود عليهم بالوبال,1.0,not racism,
ان المجرم ابن انيسه نكره شاطر اهل السنه غبي,1.0,not racism,
كلاب الامارات بدهم حرق الله يلعنهم,1.0,Racism,
رجل عنجد مافي اكتر هيك شخص بحب بهدله انت اد اجرو شيخ سعد روح جيب حفاضات هجيز وتحفض ونام احسن شي,1.0,not racism,
انو غريب يوجعك راسك القواتجيه عاده بيكونو بلا راس,1.0,Racism,
تاكل زق تنطم صالونه,1.0,not racism,311.0
لالالا فقط كلاب التيار العوني وخنازير سعدان زغرتا الكلبه الافرنجيه,1.0,Racism,
طهر نيعك عميل مفتن صغير جوت امير قطر بنيعك ملاحظه جوت بالقطري يعني صرمايه,1.0,not racism,
ارحل ياسيسي مليونيه30يونيو الشعب السوداني بيسطر اكبر ملحمه التاريخ يارب النصر لهذا الشعب لانه اخد بالاسباب وعرف الع كر مفيش وراهم الخراب ثوره 30,1.0,not racism,
انتي عم تحكي ام نص لسان روحي انطمي,1.0,not racism,
هول تاج راسك وسخه,1.0,not racism,
هييه ارادوا اعتقاله لاعتقلوه فهو ارض وحكم الغرب جنوب افريقيا اكثرها سود,1.0,Racism,
لانكم استاذ انت تمثل فكر همجي ودموي تفهموا الا لغه الحروب والدماء والخراب انتم وثقافتك,1.0,Racism,
اين حريه التعبير يقول اطردوهم اقول عندما يخرج الصليب الشرق الاوسط نعود الي الوطن العربي,1.0,Racism,
ليكي عميله جوعانه مين دافعلك لتحاربي السيد السعوديه اسراءيل او امريكا,1.0,not racism,
لماذا تريدون البريد الزفت الالكتروني انتم اغبي خلق الله,1.0,Racism,
ارحمك عرص خول تميم قنوات قطر الشاذه امثالها خيانه الشعوب العربيه الاسلاميه الافريقيه اعلاميون شواذهما هعدم الخونه بامري,1.0,Racism,
لاجل خدمه شعوبهم مفلسف وقارن شعوب الدول المتقدمه بشعوب الدول المستعمره كمثلنا,1.0,Racism,
ينفعه التكريم ان مقعده جهنم,1.0,not racism,12752.0
واين مسلمين البترول او يمدوه لاسيادهم اليهوذ,1.0,Racism,
السعوديه تلعب مءخره الخنزيره جهزنا لبوس جيد لمنع الحرقان,1.0,Racism,
ولك حل عنا حروب طلعت خلصت الحكايه اساس انتوا جبتوا الخير لبنان بيكفي مزبله هيدا,1.0,not racism,
تلقاك تحريري هارب القرون الوسطي ولسه بتحلم راجل التخلف سمه لهذه الشعوب وثقافتها,1.0,Racism,
ام نص لسان عم تحكي,1.0,not racism,
